GR,SP,RT,AC,SH,POR,PERM,SW,DEPTH,AC_line_3,AC_line_4,AC_line_5,AC_point_3,AC_point_4,AC_point_5,C_3_MASK,C_4_MASK,C_5_MASK,R_3_MASK,R_4_MASK,R_5_MASK
0.096919985,0.13027913,0.394261612,0.377350375,0.052762793,0.677406497,0.180588703,0.314075212,0.248747913,0.377350375,0.377350375,0.377350375,,0.377350375,,0,0,0,1,0,1
0.084534451,0.12924428,0.387543253,0.371537422,0.051484021,0.675546403,0.17846725,0.320048928,0.250417362,0.371537422,0.371537422,0.371537422,,0.371537422,,0,0,0,1,0,1
0.084270736,0.131062259,0.379865128,0.357416738,0.059779922,0.693615891,0.200477327,0.30548444,0.252086811,0.357416738,0.357416738,0.357416738,,0.357416738,,0,0,0,1,0,1
0.104122146,0.134474464,0.36700932,0.345372988,0.070568893,0.726366837,0.245558207,0.280451727,0.25375626,0.345372988,0.345372988,0.345372988,,0.345372988,,0,0,0,1,0,1
0.128965963,0.137774794,0.352436037,0.334214084,0.080068344,0.744768485,0.274197826,0.271789839,0.25542571,0.334214084,0.334214084,0.334214084,,0.334214084,,0,0,0,1,0,1
0.149981358,0.141466689,0.340792564,0.322981443,0.082539921,0.755995483,0.293025723,0.268490072,0.257095159,0.322981443,0.322981443,0.322981443,0.322981443,,0.322981443,0,0,0,0,1,0
0.156956178,0.146305308,0.328467153,0.312805702,0.086129081,0.757257689,0.295147176,0.274904705,0.258764608,0.312805702,0.312805702,0.312805702,0.312805702,,,0,0,0,0,1,1
0.163967372,0.15008111,0.310029551,0.311208062,0.086591158,0.754135388,0.289843543,0.289597201,0.260434057,0.311208062,0.311208062,0.311208062,,,,0,0,0,1,1,1
0.164076496,0.151032052,0.292172859,0.31473516,0.090234048,0.759649239,0.299124901,0.296424304,0.262103506,0.31473516,0.31473516,0.31473516,,,,0,0,0,1,1,1
0.169960079,0.150612519,0.281943778,0.320879931,0.095316899,0.776124361,0.328825245,0.288302896,0.263772955,0.320879931,0.320879931,0.320879931,,,,0,0,0,1,1,1
0.176753026,0.146640935,0.272826005,0.339707509,0.105482602,0.81206404,0.401219836,0.263255959,0.265442404,0.339707509,0.339707509,0.339707509,,,,0,0,0,1,1,1
0.193430756,0.140403871,0.260424823,0.357932899,0.111156483,0.856839168,0.507822859,0.235947545,0.267111853,0.357932899,0.357932899,0.357932899,,0.357932899,0.357932899,0,0,0,1,0,0
0.202733547,0.134026962,0.247998384,0.374093646,0.116389778,0.873447153,0.552373376,0.231865506,0.268781302,0.374093646,0.374093646,0.374093646,,,0.374093646,0,0,0,1,1,0
0.210035738,0.126279577,0.239865633,0.388410962,0.122343055,0.878695277,0.567223548,0.233572282,0.270450751,0.388410962,0.388410962,0.388410962,0.388410962,,,0,0,0,0,1,1
0.217656206,0.112407003,0.231732882,0.403858916,0.127210987,0.877233774,0.563245823,0.240399386,0.2721202,0.403858916,0.403858916,0.403858916,0.403858916,,,0,0,0,0,1,1
0.224249093,0.097135985,0.220872376,0.412191225,0.131520127,0.880090347,0.571201273,0.246159754,0.273789649,0.412191225,0.412191225,0.412191225,0.412191225,,,0,0,0,0,1,1
0.230478234,0.086228114,0.211198949,0.417942731,0.129446152,0.893974623,0.611774065,0.243044888,0.275459098,0.417942731,0.417942731,0.417942731,0.417942731,,,0,0,0,0,1,1
0.226558877,0.075208368,0.206753719,0.424788005,0.13089686,0.909718993,0.660567489,0.23492348,0.277128548,0.424788005,0.424788005,0.424788005,0.424788005,,,0,0,0,0,1,1
0.227350023,0.060077194,0.203697623,0.438515423,0.133164263,0.916893642,0.683638292,0.232135746,0.278797997,0.438515423,0.438515423,0.438515423,0.438515423,0.438515423,,0,0,0,0,0,1
0.229723462,0.046008838,0.20213169,0.44824874,0.137118786,0.905600213,0.647573588,0.241409228,0.280467446,0.44824874,0.44824874,0.44824874,0.44824874,,,0,0,0,0,1,1
0.234670401,0.038485204,0.202914657,0.453398058,0.139310967,0.879758188,0.570140546,0.260141093,0.282136895,0.453398058,0.453398058,0.453398058,0.453398058,,,0,0,0,0,1,1
0.236880155,0.032304078,0.205844467,0.453570112,0.134765415,0.844017804,0.475470697,0.286311657,0.283806344,0.453570112,0.453570112,0.453570112,0.453570112,,,0,0,0,0,1,1
0.231433066,0.026206858,0.209986614,0.432419811,0.12610415,0.77678868,0.330151154,0.343403311,0.285475793,0.432419811,0.432419811,0.432419811,0.432419811,0.432419811,,0,0,0,0,0,1
0.219111188,0.02184371,0.217386912,0.402310434,0.118087644,0.678668704,0.181914612,0.445610741,0.287145242,0.402310434,0.402310434,0.402310434,0.402310434,,,0,0,0,0,1,1
0.20741677,0.020696985,0.225443892,0.364188276,0.109834727,0.611904604,0,0.530579735,0.288814691,0.364188276,0.364188276,0.364188276,,,0.364188276,0,0,0,1,1,0
0.19801395,0.020752923,0.230369005,0.317819835,0.238582389,0,0,1,0.29048414,0.317819835,0.317819835,0.317819835,,0.317819835,,0,0,0,1,0,1
0.184237089,0.023158248,0.234511151,0.238490844,0.21330783,0,0,1,0.292153589,0.238490844,0.238490844,0.238490844,,,,0,0,0,1,1,1
0.162794293,0.027157801,0.237668275,0.193535701,0.202937953,0,0,1,0.293823038,0.193535701,0.193535701,0.193535701,0.193535701,,,0,0,0,0,1,1
0.153764311,0.03124126,0.238122901,0.181467371,0.197704657,0,0,1,0.295492487,0.181467371,0.181467371,0.181467371,0.181467371,,,0,0,0,0,1,1
0.149144743,0.035912066,0.235268861,0.19062308,0.075544284,0.566132997,0,0.595750128,0.297161937,0.19062308,0.19062308,0.19062308,,,,0,0,0,1,1,1
0.144788891,0.04393914,0.230722602,0.252316579,0.092479959,0.672689829,0.175019889,0.440490414,0.298831386,0.252316579,0.252316579,0.252316579,,,,0,0,0,1,1,1
0.171024034,0.053029032,0.222286768,0.313432469,0.112843603,0.803029296,0.381861575,0.308542413,0.300500835,0.313432469,0.313432469,0.313432469,0.313432469,,,0,0,0,0,1,1
0.204270372,0.059573754,0.212966939,0.366523289,0.144340089,0.839965455,0.465393795,0.28396484,0.302170284,0.366523289,0.366523289,0.366523289,0.366523289,0.366523289,,0,0,0,0,0,1
0.249647622,0.066230352,0.206981032,0.414821187,0.180016764,0.85006311,0.49032087,0.280451727,0.303839733,0.414821187,0.414821187,0.414821187,0.414821187,0.414821187,,0,0,0,0,0,1
0.295024871,0.075851653,0.201500265,0.467998034,0.211223108,0.834185877,0.451339167,0.298216419,0.305509182,0.467998034,0.467998034,0.467998034,0.467998034,,0.467998034,0,0,0,0,1,0
0.334291196,0.085612799,0.196903493,0.489701364,0.224279482,0.804955823,0.386104482,0.328084997,0.307178631,0.489701364,0.489701364,0.489701364,,,,0,0,0,1,1,1
0.350114125,0.091765956,0.19559013,0.490856581,0.236314986,0.78841427,0.352426412,0.344839848,0.30884808,0.490856581,0.490856581,0.490856581,,0.490856581,,0,0,0,1,0,1
0.365918867,0.097891145,0.199050337,0.485559789,0.249629263,0.777320136,0.330946698,0.352563008,0.310517529,0.485559789,0.485559789,0.485559789,,0.485559789,,0,0,0,1,0,1
0.384915475,0.106953068,0.205894981,0.470529679,0.226955232,0.776987976,0.330416335,0.34680264,0.312186978,0.470529679,0.470529679,0.470529679,0.470529679,0.470529679,,0,0,0,0,0,1
0.357943747,0.116714214,0.223069735,0.458043505,0.196737519,0.785291968,0.346327234,0.324187859,0.313856427,0.458043505,0.458043505,0.458043505,,,0.458043505,0,0,0,1,1,0
0.319395819,0.123538625,0.24643245,0.446442178,0.164327624,0.798046901,0.371784673,0.294219719,0.315525876,0.446442178,0.446442178,0.446442178,,,0.446442178,0,0,0,1,1,0
0.275400802,0.130670694,0.266663299,0.432247757,0.134991081,0.811266857,0.399628746,0.26816294,0.317195326,0.432247757,0.432247757,0.432247757,,0.432247757,0.432247757,0,0,0,1,0,0
0.235234207,0.141802316,0.290303842,0.403305887,0.106503471,0.822759583,0.425086184,0.242987996,0.318864775,0.403305887,0.403305887,0.403305887,,0.403305887,,0,0,0,1,0,1
0.191730246,0.15363316,0.331068623,0.381184712,0.086311763,0.828605594,0.438345267,0.213958582,0.320534224,0.381184712,0.381184712,0.381184712,0.381184712,,,0,0,0,0,1,1
0.158165632,0.160821167,0.37824868,0.367100897,0.069548024,0.827941274,0.436754177,0.189366786,0.322203673,0.367100897,0.367100897,0.367100897,0.367100897,,,0,0,0,0,1,1
0.128011131,0.167254014,0.410527113,0.357429028,0.057555503,0.830930711,0.443914081,0.171673209,0.323873122,0.357429028,0.357429028,0.357429028,0.357429028,,,0,0,0,0,1,1
0.104667764,0.174134363,0.442552977,0.355954283,0.053214125,0.853783299,0.499867409,0.142046424,0.325542571,0.355954283,0.355954283,0.355954283,0.355954283,,,0,0,0,0,1,1
0.095901498,0.179140795,0.489202637,0.362074475,0.050753294,0.898159835,0.624502784,0.096788417,0.32721202,0.362074475,0.362074475,0.362074475,0.362074475,,,0,0,0,0,1,1
0.091145525,0.17978408,0.538201197,0.373061325,0.051161641,0.930445758,0.728984354,0.062752461,0.328881469,0.373061325,0.373061325,0.373061325,,,,0,0,0,1,1,1
0.0911819,0.179000951,0.567423534,0.387046823,0.053848138,0.958878629,0.831874834,0.039810548,0.330550918,0.387046823,0.387046823,0.387046823,,,,0,0,0,1,1,1
0.094364673,0.175309056,0.594549542,0.408553521,0.047894861,0.984654222,0.934234951,0.020424418,0.332220367,0.408553521,0.408553521,0.408553521,,,,0,0,0,1,1,1
0.081378959,0.169994966,0.627434142,0.420031953,0.043671689,1,1,0.005262559,0.333889816,0.420031953,0.420031953,0.420031953,,,0.420031953,0,0,0,1,1,0
0.072921877,0.165995413,0.658348698,0.422108885,0.041930839,0.994685445,0.976929196,0,0.335559265,0.422108885,0.422108885,0.422108885,0.422108885,,,0,0,0,0,1,1
0.069420826,0.162303518,0.674210088,0.419552661,0.039416278,0.982262672,0.924688412,0.001536098,0.337228715,0.419552661,0.419552661,0.419552661,0.419552661,0.419552661,,0,0,0,0,0,1
0.065183191,0.158639593,0.686788069,0.409450657,0.035934578,0.964193184,0.852293821,0.006443079,0.338898164,0.409450657,0.409450657,0.409450657,0.409450657,,,0,0,0,0,1,1
0.058108342,0.156569894,0.693961054,0.401806563,0.038040792,0.950906796,0.801909308,0.010695796,0.340567613,0.401806563,0.401806563,0.401806563,0.401806563,,0.401806563,0,0,0,0,1,0
0.062609692,0.157408961,0.691334327,0.398242596,0.035461755,0.961270179,0.841156192,0.006670649,0.342237062,0.398242596,0.398242596,0.398242596,0.398242596,0.398242596,0.398242596,0,0,0,0,0,0
0.057717315,0.159814287,0.677493496,0.397382328,0.028423134,0.978808211,0.910368602,0.002261478,0.343906511,0.397382328,0.397382328,0.397382328,0.397382328,0.397382328,,0,0,0,0,0,1
0.042485473,0.166526822,0.655090546,0.401155217,0.027993295,0.988573706,0.950941395,0.003356659,0.34557596,0.401155217,0.401155217,0.401155217,0.401155217,0.401155217,,0,0,0,0,0,1
0.04160339,0.176259999,0.612355719,0.403502519,0.033183606,0.975088022,0.89551843,0.019955055,0.347245409,0.403502519,0.403502519,0.403502519,0.403502519,0.403502519,,0,0,0,0,0,1
0.052906781,0.184958326,0.562978304,0.400454713,0.045724172,0.933833787,0.740652347,0.053422086,0.348914858,0.400454713,0.400454713,0.400454713,0.400454713,0.400454713,0.400454713,0,0,0,0,0,0
0.079460202,0.19502713,0.532341576,0.39034042,0.067388081,0.869726965,0.542296473,0.098224953,0.350584307,0.39034042,0.39034042,0.39034042,,0.39034042,0.39034042,0,0,0,1,0,0
0.126401557,0.211948313,0.504053747,0.354454959,0.118861355,0.76071215,0.301246354,0.183279285,0.352253756,0.354454959,0.354454959,0.354454959,,,,0,0,0,1,1,1
0.220620732,0.231638418,0.470512464,0.319368318,0.153506415,0.631369162,0,0.322922,0.353923205,0.319368318,0.319368318,0.319368318,0.319368318,,,0,0,0,0,1,1
0.275264398,0.245091458,0.440229333,0.290119209,0.162844678,0.584069621,0,0.400466519,0.355592654,0.290119209,0.290119209,0.290119209,,0.290119209,0.290119209,0,0,0,1,0,0
0.291742068,0.258740281,0.428712146,0.264003933,0.168045735,0.560619146,0,0.441855834,0.357262104,0.264003933,0.264003933,0.264003933,,0.264003933,0.264003933,0,0,0,1,0,0
0.303054553,0.278262572,0.42330715,0.237237311,0.173622902,0.565003654,0,0.438812084,0.358931553,0.237237311,0.237237311,0.237237311,,0.237237311,0.237237311,0,0,0,1,0,0
0.314057854,0.299295184,0.42775238,0.222883126,0.1688087,0.582541686,0,0.410365819,0.360601002,0.222883126,0.222883126,0.222883126,,0.222883126,,0,0,0,1,0,1
0.309238226,0.312188846,0.440229333,0.214526238,0.149594876,0.579618681,0,0.406696251,0.362270451,0.214526238,0.214526238,0.214526238,,,,0,0,0,1,1,1
0.281784535,0.32452313,0.454297477,0.202802015,0.111554085,0.559888394,0,0.426665529,0.3639399,0.202802015,0.202802015,0.202802015,,,,0,0,0,1,1,1
0.22436731,0.340884936,0.471699543,0.168452747,0.049001698,0.506809274,0,0.50263128,0.365609349,0.168452747,0.168452747,0.168452747,0.168452747,,0.168452747,0,0,0,0,1,0
0.109451017,0.358197684,0.502159473,0.13484085,0.016033012,0.426825218,0,0.649982932,0.367278798,0.13484085,0.13484085,0.13484085,,,0.13484085,0,0,0,1,1,0
0.037829531,0.369189461,0.538529538,0.107594937,0.007532936,0.389224739,0,0.723786767,0.368948247,0.107594937,0.107594937,0.107594937,,,,0,0,0,1,1,1
0.019587694,0.38040499,0.560604147,0.086272582,0.004223173,0.379459244,0,0.736132446,0.370617696,0.086272582,0.086272582,0.086272582,0.086272582,0.086272582,,0,0,0,0,0,1
0.011357953,0.397186329,0.578309297,0.084822416,0,0.430811134,0,0.589150595,0.372287145,0.084822416,0.084822416,0.084822416,0.084822416,0.084822416,,0,0,0,0,0,1
0,0.416093304,0.586997702,0.105554873,0.003384986,0.541553179,0,0.380795926,0.373956594,0.105554873,0.105554873,0.105554873,0.105554873,,,0,0,0,0,1,1
0.007693217,0.428455557,0.58164322,0.140653804,0.011068366,0.614229722,0,0.289255846,0.375626043,0.140653804,0.140653804,0.140653804,0.140653804,,,0,0,0,0,1,1
0.022761374,0.441125468,0.563811785,0.181098685,0.025414258,0.683252508,0.187483426,0.225365535,0.377295492,0.181098685,0.181098685,0.181098685,0.181098685,0.181098685,,0,0,0,0,0,1
0.046368456,0.460172288,0.539085192,0.255388964,0.059822906,0.760379991,0.300450809,0.169639301,0.378964942,0.255388964,0.255388964,0.255388964,0.255388964,0.255388964,,0,0,0,0,0,1
0.111924486,0.481876154,0.497082818,0.320093401,0.225654968,0,0,1,0.380634391,0.320093401,0.320093401,0.320093401,0.320093401,0.320093401,,0,0,0,0,0,1
0.173370193,0.496112323,0.448715682,0.372287084,0.280330547,0,0,1,0.38230384,0.372287084,0.372287084,0.372287084,0.372287084,0.372287084,,0,0,0,0,0,1
0.217919921,0.510432399,0.420427853,0.42118717,0.337047863,0,0,1,0.383973289,0.42118717,0.42118717,0.42118717,0.42118717,,,0,0,0,0,1,1
0.260650923,0.530570006,0.394135327,0.47212732,0.415246405,0,0,1,0.385642738,0.47212732,0.47212732,0.47212732,,,,0,0,0,1,1,1
0.314667127,0.552693405,0.361957922,0.495096473,0.455028047,0,0,1,0.387312187,0.495096473,0.495096473,0.495096473,,,0.495096473,0,0,0,1,1,0
0.340256622,0.566230352,0.33084131,0.496350006,0.482204647,0,0,1,0.388981636,,,,,,,1,1,1,1,1,1
0.357088945,0.57898417,0.316369055,0.488091434,0.531872596,0,0,1,0.390651085,,,,0.488091434,,,1,1,1,0,1,1
0.386597798,0.595597695,0.305028667,0.449539142,0.575651744,0,0,1,0.392320534,,,,0.449539142,,,1,1,1,0,1,1
0.411368865,0.613329977,0.294824843,0.406611773,0.598873821,0,0,1,0.393989983,,,,0.406611773,,0.406611773,1,1,1,0,1,0
0.424072676,0.62393019,0.28704569,0.369804596,0.600603924,0,0,1,0.395659432,,,,0.369804596,,,1,1,1,0,1,1
0.425009321,0.634110869,0.285126159,0.336340175,0.577876163,0,0,1,0.397328881,,,,,0.336340175,,1,1,1,1,0,1
0.412596506,0.646696873,0.284797818,0.30430134,0.592619657,0,0,1,0.398998331,,,,,,,1,1,1,1,1,1
0.42068075,0.658919282,0.285252444,0.298254885,0.645199768,0,0,1,0.40066778,,,,0.298254885,,,1,1,1,0,1,1
0.448589122,0.665016502,0.285757583,0.323571341,0.682531325,0,0,1,0.402337229,,,,0.323571341,,,1,1,1,0,1,1
0.467594824,0.670806064,0.285757583,0.371721765,0.66907735,0,0,1,0.404006678,,,,0.371721765,0.371721765,,1,1,1,0,0,1
0.460820064,0.678917044,0.284924103,0.478874278,0.589546304,0,0,1,0.405676127,,,,0.478874278,0.478874278,0.478874278,1,1,1,0,0,0
0.41900752,0.687755216,0.28159018,0.559641145,0.513711879,0,0,1,0.407345576,,,,0.559641145,0.559641145,,1,1,1,0,0,1
0.375985523,0.692593836,0.27663981,0.6,0.469567367,0,0,1,0.409015025,,,,0.6,0.6,,1,1,1,0,0,1
0.349332072,0.696901046,0.27295229,0.621420671,0.442799115,0,0,1,0.410684474,,,,,0.621420671,,1,1,1,1,0,1
0.332517937,0.703613582,0.268810143,0.596817009,0.388822025,0,0,1,0.412353923,,,,,0.596817009,,1,1,1,1,0,1
0.296989097,0.713150976,0.263354633,0.54424235,0.340798212,0,0,1,0.414023372,,,,,0.54424235,0.54424235,1,1,1,1,0,0
0.263360826,0.722073055,0.258025409,0.481799189,0.315781556,0,0,1,0.415692821,,,,,0.481799189,,1,1,1,1,0,1
0.245009867,0.733176708,0.255550224,0.422207202,0.309774549,0,0,1,0.41736227,,,,,0.422207202,,1,1,1,1,0,1
0.240508516,0.753566035,0.253529664,0.38042276,0.390896,0,0,1,0.41903172,,,,,0.38042276,,1,1,1,1,0,1
0.29839861,0.781031493,0.251660647,0.381197001,0.4856756,0,0,1,0.420701169,,,,0.381197001,,,1,1,1,0,1,1
0.359198669,0.802539576,0.249943172,0.410900823,0.560016334,0,0,1,0.422370618,,,,0.410900823,,,1,1,1,0,1,1
0.402648067,0.826928456,0.248604551,0.448088976,0.6322616,0,0,1,0.424040067,,,,0.448088976,0.448088976,,1,1,1,0,0,1
0.441859831,0.863931308,0.247164903,0.511638196,0.734326979,0,0,1,0.425709516,,,,,,,1,1,1,1,1,1
0.492929697,0.906499972,0.24484126,0.556679366,0.780405768,0,0,1,0.427378965,,,,,,,1,1,1,1,1,1
0.514536179,0.930776976,0.240901169,0.573503748,0.781136496,0,0,1,0.429048414,,,,0.573503748,,,1,1,1,0,1,1
0.514872644,0.952424904,0.236077084,0.576391791,0.795557609,0,0,1,0.430717863,,,,0.576391791,,,1,1,1,0,1,1
0.521465531,0.9753594,0.229459753,0.550964729,0.745180425,0,0,1,0.432387312,,,,,0.550964729,,1,1,1,1,0,1
0.498094883,0.995021536,0.216401889,0.517856704,0.67791055,0,0,1,0.434056761,,,,,0.517856704,0.517856704,1,1,1,1,0,0
0.465275946,1,0.198469426,0.486653558,0.632197124,0,0,1,0.43572621,,,,,0.486653558,0.486653558,1,1,1,1,0,0
0.441823456,0.999944062,0.186724926,0.456372127,0.610533216,0,0,1,0.437395659,,,,0.456372127,,0.456372127,1,1,1,0,1,0
0.430347286,0.991245735,0.175712879,0.425390193,0.579692235,0,0,1,0.439065109,,,,0.425390193,,0.425390193,1,1,1,0,1,0
0.4136059,0.975331431,0.162730786,0.412228094,0.563723699,0,0,1,0.440734558,,,,0.412228094,,0.412228094,1,1,1,0,1,0
0.40473051,0.961039324,0.149723436,0.414563107,0.560177524,0,0,1,0.442404007,,,,0.414563107,,0.414563107,1,1,1,0,1,0
0.402739004,0.944341892,0.144166898,0.41876613,0.54918438,0,0,1,0.444073456,,,,,0.41876613,0.41876613,1,1,1,1,0,0
0.396518956,0.917603625,0.140504635,0.420130269,0.56481979,0,0,1,0.445742905,,,,,,,1,1,1,1,1,1
0.405339784,0.884544387,0.139721668,0.417660071,0.581916654,0,0,1,0.447412354,,,,0.417660071,,,1,1,1,0,1,1
0.414824447,0.863819433,0.142550451,0.413493917,0.583001999,0,0,1,0.449081803,,,,0.413493917,,0.413493917,1,1,1,0,1,0
0.415424627,0.843989484,0.147551335,0.409880791,0.583367362,0,0,1,0.450751252,,,,,0.409880791,0.409880791,1,1,1,1,0,0
0.415624687,0.818789506,0.154269694,0.408946786,0.635968966,0,0,1,0.452420701,,,,,,,1,1,1,1,1,1
0.443787682,0.790568887,0.166393049,0.4133956,0.697758387,0,0,1,0.45409015,,,,0.4133956,,,1,1,1,0,1,1
0.47516073,0.773815517,0.183188948,0.423890869,0.745492059,0,0,1,0.455759599,,,,0.423890869,0.423890869,0.423890869,1,1,1,0,0,0
0.498240381,0.757201991,0.19559013,0.440125353,0.774785618,0,0,1,0.457429048,,,,0.440125353,0.440125353,0.440125353,1,1,1,0,0,0
0.511944492,0.733232645,0.208976334,0.469571095,0.718745299,0,0,1,0.459098497,,,,,0.469571095,0.469571095,1,1,1,1,0,0
0.485427446,0.703026235,0.228651529,0.489504731,0.652764942,0,0,1,0.460767947,,,,,,0.489504731,1,1,1,1,1,0
0.452499386,0.681378307,0.252948754,0.493756913,0.609598315,0,0,1,0.462437396,,,,,,0.493756913,1,1,1,1,1,0
0.429847136,0.65693349,0.26833026,0.489934865,0.562423435,0,0,1,0.464106845,,,,0.489934865,,0.489934865,1,1,1,0,1,0
0.404003019,0.618392348,0.284267421,0.466474131,0.224172022,0.534511393,0,0.602534562,0.465776294,,,,0.466474131,0.466474131,,1,1,1,0,0,1
0.345667337,0.569670526,0.307655394,0.43806071,0.181951041,0.539693084,0,0.570646299,0.467445743,,,,0.43806071,,,1,1,1,0,1,1
0.291869379,0.538569111,0.337332357,0.413272705,0.156085452,0.528333223,0,0.564814815,0.469115192,,,,0.413272705,,,1,1,1,0,1,1
0.256722471,0.507551603,0.357563206,0.390156077,0.137656085,0.51524613,0,0.572068612,0.470784641,,,,,,0.390156077,1,1,1,1,1,0
0.231323943,0.466353415,0.380420781,0.365638442,0.126243848,0.513053876,0,0.557319224,0.47245409,,,,,,0.365638442,1,1,1,1,1,0
0.21499177,0.418526598,0.416816104,0.351763549,0.119968192,0.534179233,0,0.492390624,0.474123539,,,,,,0.351763549,1,1,1,1,1,0
0.206389189,0.390585669,0.46417296,0.346933759,0.112757635,0.563475719,0,0.415343915,0.475792988,,,,0.346933759,0.346933759,,1,1,1,0,0,1
0.196377095,0.363679588,0.494178264,0.34236205,0.100915558,0.595296619,0,0.35456847,0.477462437,,,,0.34236205,0.34236205,,1,1,1,0,0,1
0.178653596,0.329277843,0.523021746,0.334447585,0.080906531,0.630505547,0,0.297562155,0.479131886,,,,0.334447585,,,1,1,1,0,1,1
0.145116262,0.290345136,0.558204733,0.327270493,0.069687722,0.677672225,0.180853885,0.232932241,0.480801336,,,,0.327270493,,,1,1,1,0,1,1
0.127110861,0.268892991,0.597226783,0.321076564,0.065883642,0.699860493,0.208432776,0.197274848,0.482470785,,,,,0.321076564,0.321076564,1,1,1,1,0,0
0.122182109,0.249007104,0.618215341,0.313051493,0.060510649,0.713877632,0.227525855,0.177732264,0.484140234,,,,,0.313051493,,1,1,1,1,0,1
0.115370975,0.225317447,0.637006542,0.294924419,0.060961981,0.701521291,0.210819411,0.18152984,0.485809683,,,,0.294924419,0.294924419,,1,1,1,0,0,1
0.119199396,0.200257314,0.655924027,0.274474622,0.066087816,0.645652029,0,0.226133584,0.487479132,,,,0.274474622,0.274474622,,1,1,1,0,0,1
0.130057199,0.188482408,0.673124037,0.254504117,0.07076232,0.594898027,0,0.273980201,0.489148581,,,,,0.254504117,0.254504117,1,1,1,1,0,0
0.140824065,0.179112827,0.680600106,0.230527221,0.073846418,0.541885338,0,0.33804119,0.49081803,,,,,,,1,1,1,1,1,1
0.152482108,0.170358561,0.687520521,0.182475114,0.073233897,0.484886734,0,0.422839506,0.492487479,,,,0.182475114,,,1,1,1,0,1,1
0.156556058,0.162331487,0.697497032,0.135959199,0.065539771,0.428751744,0,0.526511919,0.494156928,,,,0.135959199,0.135959199,,1,1,1,0,0,1
0.14476161,0.158751468,0.709519359,0.101523903,0.172945905,0,0,1,0.495826377,,,,0.101523903,,0.101523903,1,1,1,0,1,0
0.126765302,0.155702858,0.715707322,0.06890746,0.149723828,0,0,1,0.497495826,,,,,,0.06890746,1,1,1,1,1,0
0.104940573,0.152486435,0.721415402,0.029077055,0.105246191,0,0,1,0.499165275,,,,,,0.029077055,1,1,1,1,1,0
0.060563624,0.149214074,0.727679135,0.004153865,0.073695975,0,0,1,0.500834725,,,,,,,1,1,1,1,1,1
0.026798949,0.147591878,0.734094411,0,0.068000602,0,0,1,0.502504174,,,,,0,,1,1,1,1,0,1
0.020478871,0.146109526,0.735988685,0.006255377,0.073137183,0,0,1,0.504173623,,,,,0.006255377,,1,1,1,1,0,1
0.026180581,0.144515299,0.735003662,0.039633772,0.016054504,0.458911845,0,0.447687319,0.505843072,,,,,,,1,1,1,1,1,1
0.044267826,0.143004978,0.727022453,0.08016468,0.02843388,0.532319139,0,0.332508392,0.507512521,,,,,,,1,1,1,1,1,1
0.069911883,0.142669352,0.712297628,0.115521691,0.041135636,0.581744503,0,0.274634465,0.50918197,,,,,,,1,1,1,1,1,1
0.093691744,0.142781227,0.700401586,0.151775839,0.054224247,0.62446024,0,0.231666382,0.510851419,,,,,,,1,1,1,1,1,1
0.114288832,0.143284667,0.68719218,0.202543935,0.070246513,0.657742643,0.158578626,0.203419241,0.512520868,,,,,,,1,1,1,1,1,1
0.141042313,0.144151703,0.670143712,0.241464913,0.083421092,0.669168936,0.171042164,0.198668715,0.514190317,,,,0.241464913,,0.241464913,1,1,1,0,1,0
0.163503597,0.145186553,0.650418003,0.259764041,0.094027381,0.651697336,0,0.222151107,0.515859766,,,,0.259764041,0.259764041,,1,1,1,0,0,1
0.180017642,0.14678078,0.640113151,0.271893818,0.106535709,0.630970571,0,0.247013142,0.517529215,,,,0.271893818,0.271893818,,1,1,1,0,0,1
0.199541681,0.150220954,0.631298462,0.281516529,0.133873498,0.612834651,0,0.270040394,0.519198664,,,,0.281516529,0.281516529,,1,1,1,0,0,1
0.243691289,0.155590983,0.620362185,0.287317193,0.158352855,0.596957417,0,0.292740513,0.520868114,,,,0.287317193,0.287317193,,1,1,1,0,0,1
0.281057044,0.159646473,0.606319299,0.289947155,0.166659503,0.593901548,0,0.302426466,0.522537563,,,,0.289947155,0.289947155,0.289947155,1,1,1,0,0,0
0.293187956,0.163953684,0.597454095,0.291630822,0.172118464,0.594964459,0,0.305000853,0.524207012,,,,0.291630822,0.291630822,0.291630822,1,1,1,0,0,0
0.301299481,0.169771214,0.58818478,0.292085535,0.193191343,0.606058593,0,0.295826933,0.525876461,,,,0.292085535,0.292085535,,1,1,1,0,0,1
0.332336064,0.176567657,0.576415023,0.291999508,0.214951965,0.632099914,0,0.271647608,0.52754591,,,,0.291999508,0.291999508,,1,1,1,0,0,1
0.363436304,0.179756111,0.56242265,0.293167015,0.228373702,0.654819637,0,0.253698014,0.529215359,,,,0.293167015,0.293167015,,1,1,1,0,0,1
0.381723608,0.182273312,0.554845554,0.296976773,0.246727847,0.678668704,0.181914612,0.233373158,0.530884808,,,,0.296976773,0.296976773,,1,1,1,0,0,1
0.404403139,0.184370979,0.548026166,0.309167998,0.276429753,0.700259085,0.20896314,0.216177391,0.532554257,,,,0.309167998,0.309167998,,1,1,1,0,0,1
0.439586421,0.186021144,0.542949511,0.32252673,0.292903351,0.713213313,0.22673031,0.2067759,0.534223706,,,,0.32252673,0.32252673,,1,1,1,0,0,1
0.458001037,0.186300833,0.540827924,0.331559543,0.30128522,0.703779977,0.213736409,0.215949821,0.535893155,,,,0.331559543,0.331559543,,1,1,1,0,0,1
