XGB,RF,SVM
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.3312765385295112,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.31187629828405355,0.32849406471394327,0.3316859723880491
0.3112335959382848,0.32849406471394327,0.3316859723880491
0.3112335959382848,0.32849406471394327,0.3316859723880491
