DEPTH AC GR PERM POR RT SH SP SPC SW
1489.875 241.843 71.372 2.417 13.957 8.513 13.765 33.009 -107.523 78.281 
1490.000 241.304 73.310 2.260 13.821 8.460 14.702 33.042 -107.490 79.226 
1490.125 241.656 75.846 2.334 13.910 8.396 16.043 33.091 -107.443 79.069 
1490.250 242.734 78.619 2.610 14.182 8.324 17.623 33.127 -107.408 78.033 
1490.375 243.743 80.166 2.890 14.437 8.252 18.567 33.199 -107.337 77.125 
1490.500 244.035 80.180 2.957 14.511 8.181 18.596 33.254 -107.283 77.102 
1490.625 243.915 79.916 2.895 14.481 8.113 18.436 33.317 -107.222 77.572 
1490.750 244.247 79.921 2.976 14.565 8.047 18.464 33.368 -107.171 77.486 
1490.875 245.320 79.829 3.310 14.836 7.982 18.489 33.445 -107.096 76.518 
1491.000 246.308 79.788 3.640 15.085 7.916 18.538 33.507 -107.034 75.688 
1491.125 246.625 79.363 3.729 15.166 7.847 18.320 33.545 -106.997 75.659 
1491.250 246.273 78.119 3.563 15.077 7.775 17.596 33.540 -107.004 76.413 
1491.375 245.277 77.259 3.179 14.825 7.701 17.053 33.486 -107.059 77.953 
1491.500 243.747 77.604 2.672 14.438 7.626 17.134 33.396 -107.150 80.223 
1491.625 242.369 77.967 2.274 14.090 7.552 17.237 33.252 -107.295 82.411 
1491.750 242.363 77.817 2.251 14.089 7.479 17.154 33.101 -107.447 82.818 
1491.875 244.067 78.769 2.688 14.519 7.410 17.801 32.892 -107.657 80.973 
1492.000 246.091 81.228 3.304 15.031 7.350 19.352 32.719 -107.831 78.809 
1492.125 246.963 83.504 3.591 15.251 7.298 20.771 32.543 -108.008 78.055 
1492.250 245.927 84.515 3.206 14.989 7.255 21.307 32.442 -108.111 79.521 
1492.375 243.651 84.203 2.502 14.414 7.216 20.939 32.403 -108.151 82.594 
1492.500 241.996 82.733 2.076 13.996 7.189 19.929 32.437 -108.118 84.977 
1492.625 242.127 81.365 2.104 14.029 7.178 19.137 32.540 -108.016 84.857 
1492.750 243.991 80.700 2.585 14.500 7.185 18.891 32.688 -107.870 82.334 
1492.875 246.264 79.204 3.297 15.074 7.202 18.203 32.880 -107.678 79.407 
1493.000 247.377 76.101 3.708 15.356 7.223 16.570 33.059 -107.501 77.979 
1493.125 247.223 72.501 3.661 15.317 7.245 14.676 33.244 -107.316 78.042 
1493.250 246.885 69.924 3.546 15.231 7.264 13.371 33.378 -107.184 78.332 
1493.375 247.118 69.107 3.643 15.290 7.287 12.990 33.465 -107.098 77.936 
1493.500 247.274 69.595 3.715 15.330 7.313 13.235 33.503 -107.061 77.615 
1493.625 247.054 69.580 3.644 15.274 7.336 13.214 33.503 -107.062 77.749 
1493.750 247.185 68.842 3.704 15.307 7.357 12.866 33.462 -107.104 77.489 
1493.875 248.112 68.829 4.084 15.542 7.383 12.917 33.419 -107.148 76.298 
1494.000 249.014 69.465 4.494 15.769 7.423 13.280 33.365 -107.203 75.099 
1494.125 249.182 70.554 4.606 15.812 7.482 13.825 33.330 -107.239 74.623 
1494.250 248.351 71.632 4.288 15.602 7.567 14.309 33.323 -107.247 75.103 
1494.375 246.763 71.116 3.702 15.201 7.678 13.950 33.357 -107.215 76.326 
1494.500 245.424 69.475 3.276 14.862 7.815 13.063 33.423 -107.149 77.206 
1494.625 245.126 68.955 3.243 14.787 7.983 12.794 33.528 -107.046 76.743 
1494.750 245.963 68.779 3.629 14.999 8.181 12.762 33.693 -106.882 74.844 
1494.875 246.090 67.523 3.777 15.031 8.401 12.175 33.862 -106.714 73.715 
1495.000 241.097 64.953 0.010 0.100 8.635 15.517 34.066 -106.512 99.900 
1495.125 227.761 62.128 0.010 0.100 8.874 13.063 34.271 -106.308 99.900 
1495.250 208.302 60.119 0.010 0.100 9.111 11.393 34.511 -106.069 99.900 
1495.375 192.660 58.877 0.010 0.100 9.319 10.392 34.744 -105.836 99.900 
1495.500 190.384 58.192 0.010 0.100 9.478 9.849 34.960 -105.622 99.900 
1495.625 202.696 57.973 0.010 0.100 9.570 9.677 35.129 -105.454 99.900 
1495.750 223.088 58.944 0.010 9.217 9.579 7.245 35.249 -105.335 99.900 
1495.875 240.158 61.871 3.071 13.531 9.512 9.320 35.334 -105.251 76.155 
1496.000 248.427 67.879 5.357 15.621 9.382 12.483 35.383 -105.203 67.372 
1496.125 250.009 75.266 6.148 16.021 9.205 16.303 35.412 -105.175 66.487 
1496.250 249.178 80.566 5.532 15.811 8.990 19.196 35.403 -105.185 68.081 
1496.375 248.275 85.233 4.927 15.583 8.762 21.938 35.395 -105.195 69.871 
1496.500 247.198 89.634 4.302 15.310 8.534 24.692 35.418 -105.173 71.930 
1496.625 246.172 93.240 3.772 15.051 8.319 27.079 35.497 -105.095 73.984 
1496.750 245.733 95.750 3.522 14.940 8.133 28.847 35.609 -104.984 75.327 
1496.875 244.799 96.659 3.130 14.704 7.978 29.431 35.767 -104.827 77.152 
1497.000 241.438 94.856 2.131 13.855 7.856 27.800 35.939 -104.656 82.034 
1497.125 236.086 89.327 1.113 12.502 7.761 23.553 36.134 -104.463 90.541 
1497.250 232.064 85.140 0.652 11.486 7.690 20.609 36.324 -104.274 98.180 
1497.375 234.183 81.931 0.859 12.021 7.636 18.878 36.502 -104.096 94.563 
1497.500 240.489 78.720 1.849 13.615 7.597 17.520 36.668 -103.931 84.742 
1497.625 245.961 77.730 3.359 14.998 7.574 17.359 36.831 -103.770 77.787 
1497.750 247.309 78.376 3.857 15.339 7.566 17.813 37.011 -103.591 76.270 
1497.875 245.815 79.212 3.307 14.961 7.570 18.176 37.201 -103.402 77.982 
1498.000 245.419 78.960 3.178 14.861 7.585 18.005 37.448 -103.157 78.376 
1498.125 246.274 80.154 3.490 15.077 7.616 18.744 37.749 -102.856 77.208 
1498.250 246.398 81.418 3.560 15.108 7.669 19.486 38.174 -102.432 76.794 
1498.375 244.631 81.414 2.986 14.662 7.748 19.352 38.726 -101.882 78.493 
1498.500 243.311 80.875 2.626 14.328 7.860 18.941 39.385 -101.223 79.567 
1498.625 244.716 78.802 3.114 14.683 8.009 17.866 40.136 -100.474 77.106 
1498.750 248.502 74.947 4.721 15.640 8.207 16.030 40.947 -99.664 71.956 
1498.875 251.413 70.673 6.468 16.376 8.455 14.025 41.826 -98.786 68.016 
1499.000 251.206 67.984 6.562 16.323 8.750 12.702 42.743 -97.870 67.054 
1499.125 248.264 66.165 5.104 15.580 9.087 11.673 43.708 -96.906 68.620 
1499.250 243.732 64.131 3.611 14.435 9.471 10.494 44.687 -95.928 72.004 
1499.375 238.363 63.858 2.373 13.078 9.885 10.074 45.658 -94.958 77.037 
1499.500 234.015 66.354 1.419 11.979 10.295 10.931 46.617 -94.000 81.699 
1499.625 232.697 71.295 0.995 11.646 10.678 13.156 47.556 -93.062 82.286 
1499.750 234.196 76.606 1.238 12.025 10.992 15.940 48.458 -92.162 78.796 
1499.875 234.576 83.142 1.326 12.121 11.206 19.611 49.288 -91.333 77.481 
1500.000 231.690 90.788 0.911 11.391 11.314 24.142 50.006 -90.616 81.546 
1500.125 227.720 96.809 0.515 10.388 11.321 27.943 50.536 -90.087 88.584 
1500.250 226.178 101.012 0.010 9.998 11.235 30.922 50.807 -89.817 92.043 
1500.375 228.615 102.998 0.576 10.614 11.085 32.719 50.788 -89.838 87.802 
1500.500 233.239 102.904 1.082 11.783 10.891 33.116 50.509 -90.117 80.624 
1500.625 238.168 100.971 1.976 13.028 10.669 32.081 49.998 -90.629 74.404 
1500.750 240.665 98.598 2.595 13.659 10.446 30.492 49.287 -91.342 72.059 
1500.875 236.928 95.089 1.631 12.715 10.239 27.554 48.428 -92.202 77.637 
1501.000 227.384 89.963 0.435 10.303 10.063 23.245 47.459 -93.172 94.658 
1501.125 215.743 86.683 0.010 7.361 9.923 20.283 46.432 -94.199 99.900 
1501.250 207.201 85.220 0.010 0.100 9.824 37.367 45.385 -95.248 99.900 
1501.375 207.090 85.287 0.010 0.100 9.753 37.453 44.362 -96.272 99.900 
1501.500 215.074 85.167 0.010 7.192 9.704 19.337 43.363 -97.272 99.900 
1501.625 227.119 84.169 0.401 10.236 9.670 19.655 42.376 -98.260 97.128 
1501.750 237.836 82.697 1.716 12.944 9.641 19.594 41.408 -99.229 78.729 
1501.875 243.461 81.204 3.265 14.366 9.614 19.142 40.451 -100.188 71.771 
1502.000 245.336 79.553 3.982 14.840 9.586 18.334 39.532 -101.108 69.805 
1502.125 245.786 78.116 4.153 14.954 9.537 17.560 38.666 -101.975 69.507 
1502.250 245.983 77.550 4.205 15.003 9.459 17.262 37.880 -102.762 69.582 
1502.375 246.228 76.804 4.271 15.065 9.366 16.871 37.179 -103.464 69.669 
1502.500 246.335 76.071 4.274 15.092 9.267 16.482 36.562 -104.082 69.926 
1502.625 246.065 75.306 4.112 15.024 9.171 16.056 36.049 -104.596 70.580 
1502.750 245.457 75.134 3.822 14.870 9.085 15.924 35.632 -105.014 71.572 
1502.875 244.867 74.905 3.563 14.721 9.015 15.763 35.287 -105.360 72.503 
1503.000 244.559 75.493 3.427 14.644 8.960 16.053 34.988 -105.661 73.076 
1503.125 244.472 77.156 3.381 14.622 8.924 16.941 34.748 -105.902 73.321 
1503.250 244.426 78.392 3.361 14.610 8.916 17.617 34.560 -106.091 73.408 
1503.375 244.382 78.992 3.350 14.599 8.927 17.949 34.445 -106.207 73.412 
1503.500 244.393 78.571 3.367 14.602 8.962 17.714 34.383 -106.270 73.254 
1503.625 244.327 78.307 3.367 14.585 9.025 17.563 34.354 -106.300 73.074 
1503.750 243.917 78.398 3.256 14.481 9.122 17.584 34.348 -106.307 73.155 
1503.875 243.144 78.606 3.032 14.286 9.241 17.645 34.396 -106.260 73.576 
1504.000 242.536 78.517 2.876 14.132 9.377 17.552 34.527 -106.130 73.758 
1504.125 242.436 76.858 2.890 14.107 9.525 16.638 34.699 -105.959 73.299 
1504.250 242.592 74.399 2.989 14.146 9.682 15.347 34.918 -105.742 72.520 
1504.375 242.846 72.776 3.124 14.211 9.841 14.532 35.140 -105.521 71.637 
1504.500 243.421 73.018 3.380 14.356 9.994 14.692 35.366 -105.296 70.440 
1504.625 244.390 73.356 3.806 14.601 10.136 14.927 35.585 -105.078 68.887 
1504.750 245.367 72.683 4.280 14.848 10.272 14.648 35.803 -104.861 67.403 
1504.875 245.839 72.442 4.557 14.967 10.406 14.556 35.998 -104.667 66.485 
1505.000 246.122 72.113 4.754 15.038 10.540 14.408 36.119 -104.548 65.778 
1505.125 246.563 70.308 5.037 15.150 10.667 13.539 36.206 -104.462 64.951 
1505.250 245.682 68.549 4.648 14.927 10.790 12.635 36.251 -104.418 65.450 
1505.375 239.483 67.720 2.364 13.361 10.914 11.873 36.274 -104.396 71.912 
1505.500 227.787 67.289 0.730 10.405 11.036 10.994 36.272 -104.399 89.588 
1505.625 216.658 66.647 0.010 7.592 11.148 10.081 36.251 -104.421 99.900 
1505.750 213.602 66.096 0.010 6.820 11.251 9.674 36.205 -104.468 99.900 
1505.875 220.864 65.518 0.010 8.655 11.337 9.824 36.158 -104.516 99.900 
1506.000 231.989 65.281 1.236 11.467 11.398 10.340 36.125 -104.550 80.764 
1506.125 239.954 67.049 2.617 13.480 11.439 11.591 36.114 -104.563 69.685 
1506.250 243.317 69.278 3.831 14.330 11.459 12.839 36.110 -104.567 65.892 
1506.375 244.044 69.432 4.146 14.513 11.460 12.957 36.099 -104.580 65.137 
1506.500 244.106 68.156 4.171 14.529 11.452 12.353 36.100 -104.580 65.095 
1506.625 244.227 67.423 4.224 14.560 11.447 12.017 36.105 -104.576 64.987 
1506.750 244.533 67.105 4.366 14.637 11.448 11.887 36.153 -104.529 64.674 
1506.875 244.643 66.564 4.423 14.665 11.464 11.644 36.203 -104.481 64.520 
1507.000 243.959 66.349 4.124 14.492 11.503 11.505 36.273 -104.412 65.100 
1507.125 242.449 65.932 3.516 14.110 11.573 11.227 36.329 -104.356 66.483 
1507.250 240.738 65.151 2.926 13.678 11.681 10.778 36.416 -104.271 68.059 
1507.375 239.638 64.961 2.608 13.400 11.824 10.630 36.543 -104.144 68.908 
1507.500 239.560 65.013 2.622 13.380 11.999 10.649 36.688 -104.001 68.497 
1507.625 240.091 64.912 2.836 13.514 12.200 10.634 36.864 -103.826 67.321 
1507.750 240.348 65.601 2.973 13.579 12.412 10.956 37.031 -103.660 66.455 
1507.875 239.677 66.456 2.796 13.410 12.621 11.304 37.217 -103.475 66.653 
1508.000 237.309 66.066 2.139 12.811 12.817 10.991 37.404 -103.289 68.921 
1508.125 231.607 64.854 1.217 11.370 12.995 10.132 37.640 -103.054 76.217 
1508.250 221.738 64.067 0.010 8.876 13.138 9.253 37.891 -102.804 94.751 
1508.375 211.543 64.580 0.010 6.299 13.235 8.922 38.177 -102.520 99.900 
1508.500 207.889 66.149 0.010 0.100 13.286 16.594 38.491 -102.207 99.900 
1508.625 213.460 67.672 0.010 6.784 13.288 10.350 38.828 -101.871 99.900 
1508.750 224.602 68.271 0.010 9.600 13.240 11.253 39.186 -101.514 87.950 
1508.875 234.436 68.435 1.528 12.085 13.148 11.905 39.574 -101.127 71.721 
1509.000 238.967 69.534 2.654 13.230 13.025 12.695 40.031 -100.671 66.413 
1509.125 239.468 71.846 2.785 13.357 12.881 13.850 40.488 -100.216 66.214 
1509.250 238.536 74.325 2.464 13.121 12.725 15.040 40.992 -99.713 67.693 
1509.375 237.925 75.809 2.262 12.967 12.575 15.772 41.537 -99.169 68.828 
1509.500 237.887 76.855 2.227 12.957 12.435 16.324 42.160 -98.547 69.259 
1509.625 237.907 78.162 2.210 12.963 12.312 17.032 42.852 -97.856 69.578 
1509.750 237.615 79.341 2.117 12.889 12.218 17.661 43.651 -97.058 70.207 
1509.875 236.894 80.402 1.928 12.706 12.158 18.203 44.582 -96.128 71.290 
1510.000 236.003 81.143 1.722 12.481 12.132 18.559 45.583 -95.128 72.525 
1510.125 235.463 80.990 1.610 12.345 12.141 18.433 46.738 -93.974 73.220 
1510.250 235.414 79.665 1.607 12.332 12.193 17.685 47.992 -92.721 73.130 
1510.375 235.599 78.675 1.658 12.379 12.291 17.151 49.407 -91.308 72.588 
1510.500 235.864 77.602 1.734 12.446 12.431 16.586 50.935 -89.781 71.829 
1510.625 236.280 76.283 1.854 12.551 12.615 15.911 52.613 -88.104 70.766 
1510.750 236.929 75.106 2.046 12.715 12.845 15.338 54.420 -86.298 69.312 
1510.875 237.549 74.284 2.252 12.872 13.105 14.955 56.387 -84.332 67.869 
1511.000 237.304 73.753 0.010 0.100 13.370 24.022 58.502 -82.219 99.900 
1511.125 235.035 73.692 0.010 0.100 13.624 23.959 60.688 -80.033 99.900 
1511.250 231.516 75.292 0.010 0.100 13.833 25.656 62.988 -77.735 99.900 
1511.375 229.741 77.489 0.010 0.100 13.965 28.067 65.362 -75.361 99.900 
1511.500 231.455 80.271 0.010 0.100 14.026 31.263 67.755 -72.970 99.900 
1511.625 233.401 85.232 0.010 0.100 14.029 37.381 70.092 -70.634 99.900 
1511.750 232.781 91.541 0.010 0.100 13.967 46.006 72.352 -68.374 99.900 
1511.875 232.638 97.481 0.010 0.100 13.853 55.085 74.387 -66.341 99.900 
1512.000 239.615 102.917 0.010 0.100 13.721 64.303 76.210 -64.519 99.900 
1512.125 252.182 107.072 0.010 0.100 13.588 71.991 77.780 -62.950 99.900 
1512.250 261.977 110.008 0.010 0.100 13.473 77.785 79.030 -61.701 99.900 
1512.375 261.415 111.206 0.010 0.100 13.393 80.239 79.890 -60.842 99.900 
1512.500 252.649 110.821 0.010 0.100 13.364 79.444 80.399 -60.334 99.900 
1512.625 244.622 108.338 0.010 0.100 13.394 74.450 80.629 -60.105 99.900 
1512.750 240.359 104.941 0.010 0.100 13.493 67.975 80.575 -60.160 99.900 
1512.875 238.220 103.039 0.010 0.100 13.684 64.520 80.303 -60.434 99.900 
1513.000 236.221 102.168 0.010 0.100 13.959 62.978 79.834 -60.904 99.900 
1513.125 235.182 102.205 0.010 0.100 14.303 63.043 79.216 -61.523 99.900 
1513.250 235.745 102.501 0.010 0.100 14.676 63.565 78.476 -62.264 99.900 
1513.375 236.996 104.861 0.010 0.100 15.018 67.827 77.607 -63.134 99.900 
1513.500 237.446 108.781 0.010 0.100 15.261 75.326 76.682 -64.060 99.900 
1513.625 237.233 112.858 0.010 0.100 15.369 83.714 75.690 -65.053 99.900 
1513.750 238.633 116.193 0.010 0.100 15.356 91.055 74.695 -66.049 99.900 
1513.875 244.234 116.774 0.010 0.100 15.238 92.381 73.707 -67.039 99.900 
1514.000 253.662 114.853 0.010 0.100 15.044 88.052 72.781 -67.966 99.900 
1514.125 261.762 112.177 0.010 0.100 14.796 82.268 71.940 -68.807 99.900 
1514.250 263.588 109.345 0.010 0.100 14.525 76.449 71.206 -69.543 99.900 
1514.375 257.700 106.445 0.010 0.100 14.282 70.792 70.616 -70.134 99.900 
1514.500 248.026 103.317 0.010 0.100 14.101 65.018 70.146 -70.606 99.900 
1514.625 240.879 98.683 0.010 0.100 14.004 57.046 69.777 -70.976 99.900 
1514.750 237.864 93.160 0.010 0.100 13.998 48.384 69.474 -71.279 99.900 
1514.875 236.562 88.551 0.010 0.100 14.073 41.795 69.213 -71.541 99.900 
1515.000 233.986 85.087 0.010 0.100 14.191 37.194 68.930 -71.825 99.900 
1515.125 229.956 82.768 0.010 0.100 14.338 34.274 68.662 -72.095 99.900 
1515.250 226.529 81.036 0.010 0.100 14.503 32.172 68.424 -72.334 99.900 
1515.375 226.118 79.199 0.010 0.100 14.682 30.013 68.277 -72.482 99.900 
1515.500 229.269 78.679 0.010 0.100 14.857 29.415 68.245 -72.515 99.900 
1515.625 235.031 81.032 0.010 0.100 15.008 32.166 68.375 -72.387 99.900 
1515.750 244.146 84.989 0.010 0.100 15.101 37.069 68.657 -72.106 99.900 
1515.875 255.421 87.781 0.010 0.100 15.124 40.747 69.104 -71.659 99.900 
1516.000 262.101 92.174 0.010 0.100 15.120 46.927 69.712 -71.053 99.900 
1516.125 259.185 99.120 0.010 0.100 15.108 57.770 70.396 -70.370 99.900 
1516.250 249.385 102.783 0.010 0.100 15.084 64.065 71.127 -69.640 99.900 
1516.375 239.515 103.643 0.010 0.100 15.068 65.604 71.855 -68.913 99.900 
1516.500 234.031 103.004 0.010 0.100 15.077 64.457 72.531 -68.238 99.900 
1516.625 231.644 100.061 0.010 0.100 15.086 59.346 73.088 -67.682 99.900 
1516.750 231.147 97.891 0.010 0.100 15.048 55.749 73.524 -67.247 99.900 
1516.875 231.754 98.700 0.010 0.100 14.934 57.074 73.836 -66.937 99.900 
1517.000 230.986 100.647 0.010 0.100 14.785 60.342 74.009 -66.765 99.900 
1517.125 227.158 100.132 0.010 0.100 14.614 59.466 74.054 -66.721 99.900 
1517.250 226.428 103.449 0.010 0.100 14.437 65.255 73.919 -66.856 99.900 
1517.375 237.868 107.562 0.010 0.100 14.266 72.935 73.539 -67.238 99.900 
1517.500 262.847 108.837 0.010 0.100 14.084 75.437 72.897 -67.881 99.900 
1517.625 282.857 109.377 0.010 0.100 13.872 76.512 71.998 -68.781 99.900 
1517.750 282.677 109.518 0.010 0.100 13.617 76.795 70.808 -69.973 99.900 
1517.875 264.098 108.748 0.010 0.100 13.333 75.259 69.319 -71.463 99.900 
1518.000 244.502 106.698 0.010 0.100 13.010 71.274 67.587 -73.195 99.900 
1518.125 234.757 104.307 0.010 0.100 12.621 66.810 65.675 -75.108 99.900 
1518.250 232.499 100.384 0.010 0.100 12.186 59.894 63.612 -77.173 99.900 
1518.375 232.302 96.865 0.010 0.100 11.725 54.098 61.384 -79.402 99.900 
1518.500 234.007 95.680 1.237 11.977 11.258 27.709 59.012 -81.775 78.138 
1518.625 236.811 95.638 1.694 12.685 10.791 27.936 56.536 -84.252 75.783 
1518.750 239.963 94.043 2.367 13.482 10.333 27.086 54.039 -86.750 73.307 
1518.875 243.501 92.406 3.376 14.376 9.898 26.257 51.568 -89.222 70.693 
1519.000 246.795 90.889 4.582 15.209 9.475 25.504 49.175 -91.617 68.680 
1519.125 248.734 89.567 5.363 15.699 9.109 24.779 46.910 -93.883 68.069 
1519.250 249.419 89.063 5.553 15.872 8.812 24.501 44.818 -95.976 68.529 
1519.375 249.831 89.086 5.633 15.976 8.583 24.551 42.993 -97.802 69.027 
1519.500 249.783 88.823 5.492 15.964 8.408 24.372 41.461 -99.335 69.791 
1519.625 248.236 88.777 4.647 15.573 8.297 24.211 40.207 -100.590 71.844 
1519.750 245.051 88.799 3.330 14.768 8.262 23.957 39.197 -101.601 75.522 
1519.875 241.767 88.558 2.340 13.938 8.311 23.525 38.413 -102.386 79.329 
1520.000 240.639 88.827 2.087 13.653 8.425 23.607 37.819 -102.982 80.269 
1520.125 241.057 89.481 2.231 13.759 8.588 24.069 37.367 -103.434 78.952 
1520.250 241.251 88.820 2.331 13.807 8.779 23.653 37.070 -103.732 77.842 
1520.375 240.519 87.178 2.195 13.623 8.985 22.537 36.948 -103.856 77.886 
1520.500 239.308 85.634 1.951 13.317 9.197 21.475 37.031 -103.773 78.572 
1520.625 238.226 83.508 1.756 13.043 9.412 20.103 37.347 -103.459 79.138 
1520.750 238.092 81.536 1.768 13.009 9.629 18.938 37.936 -102.871 78.422 
1520.875 239.513 81.013 2.143 13.368 9.861 18.742 38.848 -101.960 75.616 
1521.000 241.616 80.219 2.795 13.900 10.099 18.442 40.098 -100.711 72.143 
1521.125 242.628 78.126 3.205 14.156 10.343 17.343 41.637 -99.173 70.124 
1521.250 241.970 77.201 3.057 13.989 10.615 16.791 43.465 -97.346 69.961 
1521.375 240.582 77.819 2.689 13.638 10.931 17.031 45.610 -95.202 70.539 
1521.500 239.219 79.522 2.369 13.294 11.285 17.876 48.040 -92.774 71.043 
1521.625 237.981 82.840 2.114 12.981 11.673 19.689 50.701 -90.114 71.366 
1521.750 239.211 87.527 2.535 13.292 12.088 22.653 53.539 -87.277 68.650 
1521.875 248.137 90.506 6.933 15.548 12.501 25.360 56.523 -84.294 58.613 
1522.000 262.495 92.494 0.010 0.100 12.895 47.397 59.572 -81.246 99.900 
1522.125 271.338 95.887 0.010 0.100 13.284 52.553 62.597 -78.223 99.900 
1522.250 270.327 99.776 0.010 0.100 13.681 58.867 65.531 -75.290 99.900 
1522.375 263.947 103.320 0.010 0.100 14.078 65.023 68.269 -72.553 99.900 
1522.500 258.553 105.879 0.010 0.100 14.469 69.722 70.778 -70.044 99.900 
1522.625 255.516 106.663 0.010 0.100 14.860 71.208 73.032 -67.792 99.900 
1522.750 254.673 105.829 0.010 0.100 15.246 69.629 75.008 -65.817 99.900 
1522.875 251.690 106.005 0.010 0.100 15.653 69.959 76.651 -64.175 99.900 
1523.000 241.392 108.343 0.010 0.100 16.079 74.459 77.968 -62.859 99.900 
1523.125 230.121 110.467 0.010 0.100 16.503 78.718 79.061 -61.767 99.900 
1523.250 227.223 110.981 0.010 0.100 16.913 79.775 79.934 -60.895 99.900 
1523.375 234.374 110.651 0.010 0.100 17.270 79.096 80.610 -60.221 99.900 
1523.500 244.012 110.594 0.010 0.100 17.539 78.979 81.046 -59.785 99.900 
1523.625 248.349 111.557 0.010 0.100 17.671 80.968 81.283 -59.550 99.900 
1523.750 244.699 113.539 0.010 0.100 17.700 85.177 81.319 -59.514 99.900 
1523.875 234.887 115.088 0.010 0.100 17.642 88.574 81.174 -59.661 99.900 
1524.000 227.443 114.931 0.010 0.100 17.495 88.225 80.810 -60.026 99.900 
1524.125 231.936 113.951 0.010 0.100 17.249 86.071 80.223 -60.614 99.900 
1524.250 249.320 113.147 0.010 0.100 16.874 84.332 79.408 -61.430 99.900 
1524.375 269.674 112.302 0.010 0.100 16.360 82.533 78.311 -62.528 99.900 
1524.500 276.696 112.307 0.010 0.100 15.697 82.543 76.939 -63.902 99.900 
1524.625 267.012 113.296 0.010 0.100 14.903 84.652 75.307 -65.534 99.900 
1524.750 251.848 112.996 0.010 0.100 14.015 84.009 73.420 -67.423 99.900 
1524.875 242.092 110.296 0.010 0.100 13.058 78.370 71.200 -69.643 99.900 
1525.000 239.845 105.949 0.010 0.100 12.083 69.854 68.637 -72.208 99.900 
1525.125 239.987 101.840 0.010 0.100 11.135 62.403 65.821 -75.025 99.900 
1525.250 240.416 98.788 0.010 0.100 10.252 57.218 62.788 -78.059 99.900 
1525.375 242.408 95.899 0.010 0.100 9.444 52.571 59.661 -81.188 99.900 
1525.500 245.338 92.534 0.010 0.100 8.745 47.457 56.542 -84.307 99.900 
1525.625 247.749 88.596 0.010 0.100 8.173 41.857 53.573 -87.277 99.900 
1525.750 249.372 86.379 0.010 0.100 7.718 38.877 50.825 -90.027 99.900 
1525.875 250.362 86.988 0.010 0.100 7.376 39.683 48.435 -92.418 99.900 
1526.000 250.721 89.013 0.010 0.100 7.135 42.431 46.515 -94.339 99.900 
1526.125 250.427 91.460 0.010 0.100 6.981 45.890 44.980 -95.874 99.900 
1526.250 249.088 94.777 0.010 0.100 6.902 50.831 43.851 -97.005 99.900 
1526.375 246.425 100.426 0.010 0.100 6.898 59.966 43.050 -97.808 99.900 
1526.500 243.458 106.626 0.010 0.100 6.963 71.137 42.546 -98.313 99.900 
1526.625 241.644 112.027 0.010 0.100 7.087 81.954 42.175 -98.684 99.900 
1526.750 241.107 118.403 0.010 0.100 7.262 96.171 41.873 -98.988 99.900 
1526.875 241.087 131.229 0.010 0.100 7.485 99.900 41.540 -99.322 99.900 
1527.000 241.556 150.702 0.010 0.100 7.754 99.900 41.116 -99.747 99.900 
1527.125 242.426 167.441 0.010 0.100 8.068 99.900 40.604 -100.259 99.900 
1527.250 242.264 174.720 0.010 0.100 8.425 99.900 39.947 -100.918 99.900 
1527.375 239.418 172.222 0.010 0.100 8.816 99.900 39.146 -101.721 99.900 
1527.500 233.014 164.530 0.010 0.100 9.216 99.900 38.071 -102.796 99.900 
1527.625 223.060 155.176 0.010 0.100 9.592 99.900 36.789 -104.080 99.900 
1527.750 210.780 144.134 0.010 0.100 9.917 99.900 35.267 -105.603 99.900 
1527.875 199.912 127.033 0.010 0.100 10.144 99.900 33.551 -107.320 99.900 
1528.000 196.999 105.011 0.010 0.100 10.248 68.104 31.624 -109.248 99.900 
1528.125 204.448 87.669 0.010 0.100 10.216 40.596 29.568 -111.305 99.900 
1528.250 217.052 80.759 0.010 7.692 10.034 16.994 27.439 -113.435 99.900 
1528.375 228.330 82.221 0.484 10.542 9.709 18.615 25.256 -115.619 94.396 
1528.500 234.285 87.570 1.058 12.047 9.282 22.282 23.191 -117.685 85.604 
1528.625 235.690 93.852 1.202 12.402 8.808 26.569 21.235 -119.642 85.604 
1528.750 235.963 99.633 1.177 12.471 8.335 30.824 19.470 -121.408 87.563 
1528.875 236.762 105.880 1.234 12.673 7.908 35.943 17.850 -123.029 88.604 
1529.000 237.914 111.534 1.357 12.964 7.553 41.097 16.449 -124.431 88.828 
1529.125 238.554 112.287 1.411 13.126 7.274 41.879 15.190 -125.692 89.508 
1529.250 238.045 108.112 1.291 12.997 7.076 38.014 14.060 -126.823 91.557 
1529.375 235.975 102.883 0.985 12.474 6.964 33.381 13.065 -127.819 95.774 
1529.500 232.878 98.621 0.681 11.692 6.935 29.758 12.143 -128.742 99.900 
1529.625 230.388 94.533 0.534 11.062 6.985 26.571 11.300 -129.586 99.900 
1529.750 229.842 89.629 0.505 10.924 7.109 23.232 10.480 -130.407 99.900 
1529.875 231.169 82.990 0.577 11.260 7.301 19.267 9.722 -131.167 99.900 
1530.000 233.541 74.723 0.932 11.859 7.551 14.917 8.966 -131.923 96.264 
1530.125 236.062 68.134 1.568 12.496 7.839 11.862 8.262 -132.628 90.128 
1530.250 238.169 64.696 2.234 13.029 8.147 10.430 7.557 -133.335 85.145 
