DEPTH AC GR PERM POR RT SH SP SPC SW
1323.250 243.729 119.913 0.010 0.100 21.445 99.789 78.490 -60.556 99.900 
1323.375 257.966 129.030 0.010 0.100 19.111 99.900 79.842 -59.204 99.900 
1323.500 270.115 137.849 0.010 0.100 17.244 99.900 81.019 -58.029 99.900 
1323.625 276.595 144.509 0.010 0.100 15.838 99.900 81.955 -57.093 99.900 
1323.750 282.292 147.783 0.010 0.100 14.758 99.900 82.734 -56.316 99.900 
1323.875 289.007 148.403 0.010 0.100 13.864 99.900 83.385 -55.666 99.900 
1324.000 289.999 145.937 0.010 0.100 13.094 99.900 83.915 -55.137 99.900 
1324.125 281.045 142.505 0.010 0.100 12.401 99.900 84.312 -54.742 99.900 
1324.250 268.355 139.905 0.010 0.100 11.752 99.900 84.601 -54.453 99.900 
1324.375 258.250 139.000 0.010 0.100 11.193 99.900 84.774 -54.282 99.900 
1324.500 246.140 139.379 0.010 0.100 10.821 99.900 84.835 -54.222 99.900 
1324.625 237.406 137.949 0.010 0.100 10.656 99.900 84.778 -54.280 99.900 
1324.750 262.128 136.603 0.010 0.100 10.612 99.900 84.609 -54.450 99.900 
1324.875 319.218 135.118 0.010 0.100 10.645 99.900 84.318 -54.741 99.900 
1325.000 369.164 133.491 0.010 0.100 10.744 99.900 83.935 -55.126 99.900 
1325.125 367.745 131.187 0.010 0.100 10.891 99.900 83.511 -55.551 99.900 
1325.250 308.047 128.788 0.010 0.100 11.096 99.900 83.023 -56.040 99.900 
1325.375 245.699 127.293 0.010 0.100 11.420 99.900 82.473 -56.591 99.900 
1325.500 213.689 124.762 0.010 0.100 11.900 99.900 81.906 -57.159 99.900 
1325.625 212.893 122.556 0.010 0.100 12.524 99.900 81.271 -57.795 99.900 
1325.750 230.786 120.092 0.010 0.100 13.275 99.900 80.581 -58.487 99.900 
1325.875 252.598 117.728 0.010 0.100 14.191 94.586 79.883 -59.186 99.900 
1326.000 266.283 115.200 0.010 0.100 15.341 88.823 79.126 -59.944 99.900 
1326.125 259.649 113.496 0.010 0.100 16.847 85.083 78.330 -60.741 99.900 
1326.250 238.637 111.309 0.010 0.100 18.737 80.453 77.563 -61.509 99.900 
1326.375 225.560 107.724 0.010 0.100 20.847 73.249 76.836 -62.238 99.900 
1326.500 226.242 103.759 0.010 0.100 22.814 65.813 76.238 -62.836 99.900 
1326.625 232.687 99.823 0.010 0.100 24.323 58.945 75.905 -63.171 99.900 
1326.750 236.333 96.516 0.010 0.100 25.285 53.543 75.850 -63.227 99.900 
1326.875 238.157 94.631 0.010 0.100 25.653 50.607 76.094 -62.984 99.900 
1327.000 239.083 95.230 0.010 0.100 25.341 51.528 76.639 -62.440 99.900 
1327.125 238.600 98.361 0.010 0.100 24.415 56.516 77.463 -61.617 99.900 
1327.250 235.063 104.059 0.010 0.100 23.125 66.358 78.463 -60.618 99.900 
1327.375 229.601 111.795 0.010 0.100 21.553 81.466 79.574 -59.508 99.900 
1327.500 229.645 121.419 0.010 0.100 19.741 99.900 80.715 -58.368 99.900 
1327.625 244.675 133.357 0.010 0.100 17.953 99.900 81.783 -57.302 99.900 
1327.750 277.179 144.898 0.010 0.100 16.388 99.900 82.713 -56.372 99.900 
1327.875 307.706 153.495 0.010 0.100 15.061 99.900 83.478 -55.609 99.900 
1328.000 317.789 159.588 0.010 0.100 13.959 99.900 84.054 -55.034 99.900 
1328.125 306.541 163.276 0.010 0.100 13.149 99.900 84.436 -54.653 99.900 
1328.250 287.410 163.903 0.010 0.100 12.643 99.900 84.715 -54.375 99.900 
1328.375 271.188 161.219 0.010 0.100 12.375 99.900 84.912 -54.179 99.900 
1328.500 258.978 154.758 0.010 0.100 12.330 99.900 85.038 -54.055 99.900 
1328.625 251.599 145.452 0.010 0.100 12.532 99.900 85.139 -53.954 99.900 
1328.750 250.661 137.231 0.010 0.100 12.991 99.900 85.213 -53.881 99.900 
1328.875 249.663 131.908 0.010 0.100 13.706 99.900 85.268 -53.828 99.900 
1329.000 243.911 126.838 0.010 0.100 14.720 99.900 85.333 -53.764 99.900 
1329.125 234.666 121.746 0.010 0.100 16.068 99.900 85.379 -53.718 99.900 
1329.250 227.064 117.133 0.010 0.100 17.691 93.205 85.404 -53.695 99.900 
1329.375 222.836 113.475 0.010 0.100 19.460 85.040 85.440 -53.660 99.900 
1329.500 222.281 113.535 0.010 0.100 21.238 85.167 85.468 -53.633 99.900 
1329.625 226.510 115.758 0.010 0.100 22.813 90.072 85.501 -53.601 99.900 
1329.750 235.663 113.475 0.010 0.100 23.969 85.040 85.575 -53.529 99.900 
1329.875 245.515 113.535 0.010 0.100 24.682 85.167 85.674 -53.431 99.900 
1330.000 250.585 115.758 0.010 0.100 25.110 90.072 85.793 -53.312 99.900 
1330.125 249.021 117.275 0.010 0.100 25.361 93.535 85.949 -53.157 99.900 
1330.250 244.907 118.873 0.010 0.100 25.398 97.288 86.141 -52.967 99.900 
1330.375 242.143 120.513 0.010 0.100 25.246 99.900 86.348 -52.761 99.900 
1330.500 239.828 120.434 0.010 0.100 24.996 99.900 86.586 -52.524 99.900 
1330.625 236.657 120.176 0.010 0.100 24.656 99.900 86.854 -52.257 99.900 
1330.750 236.446 120.152 0.010 0.100 24.182 99.900 87.106 -52.006 99.900 
1330.875 242.413 119.392 0.010 0.100 23.595 98.529 87.333 -51.781 99.900 
1331.000 250.740 118.754 0.010 0.100 22.928 97.004 87.535 -51.580 99.900 
1331.125 253.964 119.255 0.010 0.100 22.175 98.199 87.699 -51.417 99.900 
1331.250 252.556 119.864 0.010 0.100 21.364 99.670 87.824 -51.293 99.900 
1331.375 254.374 121.004 0.010 0.100 20.549 99.900 87.917 -51.201 99.900 
1331.500 261.691 124.021 0.010 0.100 19.741 99.900 87.966 -51.153 99.900 
1331.625 266.800 128.253 0.010 0.100 18.970 99.900 87.953 -51.167 99.900 
1331.750 261.324 133.263 0.010 0.100 18.296 99.900 87.888 -51.233 99.900 
1331.875 250.832 138.529 0.010 0.100 17.758 99.900 87.789 -51.333 99.900 
1332.000 247.668 144.069 0.010 0.100 17.381 99.900 87.664 -51.459 99.900 
1332.125 260.193 149.909 0.010 0.100 17.173 99.900 87.510 -51.615 99.900 
1332.250 288.249 154.586 0.010 0.100 17.178 99.900 87.328 -51.797 99.900 
1332.375 316.959 156.130 0.010 0.100 17.399 99.900 87.132 -51.995 99.900 
1332.500 327.184 155.357 0.010 0.100 17.827 99.900 86.918 -52.210 99.900 
1332.625 311.432 153.433 0.010 0.100 18.459 99.900 86.680 -52.449 99.900 
1332.750 280.499 149.969 0.010 0.100 19.218 99.900 86.432 -52.698 99.900 
1332.875 253.564 144.802 0.010 0.100 19.946 99.900 86.175 -52.956 99.900 
1333.000 239.097 137.749 0.010 0.100 20.520 99.900 85.898 -53.234 99.900 
1333.125 234.221 130.190 0.010 0.100 20.804 99.900 85.597 -53.537 99.900 
1333.250 233.902 124.052 0.010 0.100 20.688 99.900 85.258 -53.877 99.900 
1333.375 235.359 121.803 0.010 0.100 20.238 99.900 84.842 -54.294 99.900 
1333.500 238.293 122.979 0.010 0.100 19.562 99.900 84.340 -54.797 99.900 
1333.625 243.401 124.477 0.010 0.100 18.714 99.900 83.747 -55.390 99.900 
1333.750 252.798 126.102 0.010 0.100 17.756 99.900 83.023 -56.116 99.900 
1333.875 264.950 128.022 0.010 0.100 16.892 99.900 82.185 -56.955 99.900 
1334.000 275.211 130.694 0.010 0.100 16.152 99.900 81.235 -57.906 99.900 
1334.125 280.818 133.871 0.010 0.100 15.521 99.900 80.176 -58.966 99.900 
1334.250 280.934 135.780 0.010 0.100 15.036 99.900 79.052 -60.091 99.900 
1334.375 277.449 135.134 0.010 0.100 14.732 99.900 77.905 -61.239 99.900 
1334.500 270.982 132.300 0.010 0.100 14.591 99.900 76.748 -62.397 99.900 
1334.625 261.122 129.008 0.010 0.100 14.561 99.900 75.586 -63.561 99.900 
1334.750 251.231 126.635 0.010 0.100 14.687 99.900 74.418 -64.730 99.900 
1334.875 246.302 125.073 0.010 0.100 14.935 99.900 73.243 -65.906 99.900 
1335.000 247.300 122.228 0.010 0.100 15.250 99.900 72.048 -67.102 99.900 
1335.125 249.727 118.603 0.010 0.100 15.616 96.646 70.786 -68.365 99.900 
1335.250 250.224 116.128 0.010 0.100 16.031 90.907 69.396 -69.756 99.900 
1335.375 249.907 116.222 0.010 0.100 16.433 91.122 67.860 -71.293 99.900 
1335.500 249.936 119.281 0.010 0.100 16.751 98.263 66.161 -72.994 99.900 
1335.625 250.551 123.923 0.010 0.100 17.019 99.900 64.267 -74.889 99.900 
1335.750 251.029 127.669 3.793 15.390 17.259 50.824 62.154 -77.003 77.489 
1335.875 251.229 129.961 3.885 15.429 17.389 50.856 59.872 -79.286 76.988 
1336.000 254.003 133.363 4.862 15.962 17.437 51.302 57.449 -81.710 74.157 
1336.125 261.168 137.327 5.694 16.346 17.487 51.625 54.987 -84.173 72.204 
1336.250 268.566 139.260 5.722 16.346 17.570 51.625 52.561 -86.600 72.031 
1336.375 268.715 137.676 5.736 16.346 17.614 51.625 50.216 -88.947 71.939 
1336.500 260.503 131.284 5.747 16.346 17.645 51.625 48.044 -91.120 71.873 
1336.625 249.370 123.128 3.399 15.071 17.726 50.559 46.065 -93.099 78.161 
1336.750 241.310 117.121 1.684 13.521 17.821 47.076 44.366 -94.800 87.460 
1336.875 238.537 112.669 1.303 12.988 17.927 42.279 42.925 -96.242 91.001 
1337.000 238.997 107.282 1.371 13.076 18.047 37.440 41.696 -97.472 90.041 
1337.125 240.225 100.096 1.553 13.313 18.183 31.662 40.680 -98.489 88.009 
1337.250 240.695 93.110 1.635 13.403 18.315 26.557 39.826 -99.344 87.057 
1337.375 240.499 87.883 1.618 13.365 18.457 23.038 39.093 -100.078 86.975 
1337.500 240.669 85.853 1.660 13.398 18.631 21.771 38.462 -100.710 86.335 
1337.625 240.739 84.457 1.687 13.411 18.804 20.919 37.926 -101.247 85.838 
1337.750 239.735 80.854 1.547 13.218 18.957 18.705 37.517 -101.657 86.809 
1337.875 238.333 75.102 1.363 12.949 19.101 15.450 37.213 -101.962 88.387 
1338.000 238.192 70.101 1.659 12.922 19.224 12.937 37.072 -102.105 88.293 
1338.125 239.056 65.942 2.139 13.088 19.308 11.060 37.103 -102.075 86.912 
1338.250 239.031 63.423 2.433 13.083 19.346 9.946 37.387 -101.792 86.857 
1338.375 236.949 62.894 2.183 12.683 19.367 9.586 37.972 -101.208 89.720 
1338.500 234.184 62.308 1.867 12.151 19.390 9.165 38.833 -100.348 93.836 
1338.625 232.115 60.882 1.747 11.753 19.450 8.447 40.064 -99.118 97.056 
1338.750 230.868 59.685 1.711 11.513 19.634 7.888 41.674 -97.509 98.729 
1338.875 229.771 61.363 1.431 11.302 20.011 8.502 43.606 -95.579 99.713 
1339.000 228.616 64.286 1.119 11.080 20.643 9.656 45.846 -93.340 99.900 
1339.125 227.413 66.909 0.893 10.849 21.554 10.724 48.344 -90.843 99.900 
1339.250 225.204 68.442 0.696 10.424 22.816 11.267 51.104 -88.084 99.900 
1339.375 220.475 68.706 0.010 9.514 24.441 11.070 53.971 -85.219 99.900 
1339.500 213.429 69.413 0.010 0.100 26.449 19.657 56.938 -82.252 99.900 
1339.625 205.613 71.151 0.010 0.100 28.965 21.364 59.892 -79.299 99.900 
1339.750 198.724 71.489 0.010 0.100 32.220 21.703 62.852 -76.341 99.900 
1339.875 193.231 69.821 0.010 0.100 36.057 20.052 65.786 -73.407 99.900 
1340.000 188.514 66.566 0.010 0.100 40.579 16.976 68.646 -70.549 99.900 
1340.125 185.334 62.930 0.010 0.100 46.102 13.747 71.451 -67.745 99.900 
1340.250 184.403 59.884 0.010 0.100 52.506 11.202 74.081 -65.116 99.900 
1340.375 185.350 57.313 0.010 0.100 58.205 9.162 76.611 -62.587 99.900 
1340.500 186.968 53.747 0.010 0.100 60.168 6.486 78.963 -60.237 99.900 
1340.625 189.352 51.747 0.010 0.100 54.943 5.059 81.159 -58.042 99.900 
1340.750 193.120 55.610 0.010 0.100 43.324 7.862 83.097 -56.105 99.900 
1340.875 201.165 62.233 0.010 0.100 31.370 13.153 84.803 -54.400 99.900 
1341.000 214.795 70.487 0.010 0.100 22.116 20.706 86.261 -52.942 99.900 
1341.125 227.940 80.727 0.010 0.100 15.919 31.804 87.416 -51.789 99.900 
1341.250 235.500 92.606 0.010 0.100 12.317 47.563 88.316 -50.890 99.900 
1341.375 254.186 104.887 0.010 0.100 10.107 67.874 88.944 -50.263 99.900 
1341.500 310.702 116.467 0.010 0.100 8.662 91.679 89.373 -49.835 99.900 
1341.625 403.345 125.436 0.010 0.100 7.696 99.900 89.604 -49.605 99.900 
1341.750 482.838 131.249 0.010 0.100 7.069 99.900 89.683 -49.528 99.900 
1341.875 476.335 133.654 0.010 0.100 6.692 99.900 89.655 -49.557 99.900 
1342.000 389.918 132.911 0.010 0.100 6.549 99.900 89.566 -49.646 99.900 
1342.125 278.816 130.859 0.010 0.100 6.644 99.900 89.464 -49.750 99.900 
1342.250 207.718 128.296 0.010 0.100 7.010 99.900 89.341 -49.874 99.900 
1342.375 204.718 125.886 0.010 0.100 7.607 99.900 89.234 -49.982 99.900 
1342.500 229.984 124.499 0.010 0.100 8.432 99.900 89.149 -50.068 99.900 
1342.625 249.474 122.746 0.010 0.100 9.538 99.900 89.091 -50.127 99.900 
1342.750 248.758 118.488 0.010 0.100 11.068 96.373 89.046 -50.173 99.900 
1342.875 234.812 115.435 0.010 0.100 13.167 89.346 89.032 -50.188 99.900 
1343.000 222.770 116.015 0.010 0.100 15.881 90.653 89.018 -50.204 99.900 
1343.125 219.381 117.753 0.010 0.100 18.952 94.646 89.035 -50.188 99.900 
1343.250 227.656 119.003 0.010 0.100 21.523 97.597 89.051 -50.173 99.900 
1343.375 246.016 120.400 0.010 0.100 22.840 99.900 89.103 -50.121 99.900 
1343.500 263.005 122.371 0.010 0.100 22.862 99.900 89.157 -50.069 99.900 
1343.625 269.308 124.972 0.010 0.100 22.071 99.900 89.239 -49.988 99.900 
1343.750 265.955 128.910 0.010 0.100 21.129 99.900 89.317 -49.911 99.900 
1343.875 264.009 132.393 0.010 0.100 20.379 99.900 89.387 -49.842 99.900 
1344.000 265.763 134.642 0.010 0.100 19.830 99.900 89.463 -49.768 99.900 
1344.125 264.462 135.131 0.010 0.100 19.387 99.900 89.532 -49.699 99.900 
1344.250 255.599 134.695 0.010 0.100 18.950 99.900 89.602 -49.631 99.900 
1344.375 247.027 133.155 0.010 0.100 18.514 99.900 89.646 -49.587 99.900 
1344.500 249.415 130.820 0.010 0.100 18.129 99.900 89.671 -49.564 99.900 
1344.625 261.665 129.264 0.010 0.100 17.807 99.900 89.667 -49.569 99.900 
1344.750 273.280 129.119 0.010 0.100 17.544 99.900 89.634 -49.603 99.900 
1344.875 272.664 130.734 0.010 0.100 17.294 99.900 89.590 -49.649 99.900 
1345.000 265.454 133.036 0.010 0.100 17.067 99.900 89.544 -49.695 99.900 
1345.125 260.524 135.247 0.010 0.100 16.914 99.900 89.508 -49.732 99.900 
1345.250 259.506 136.438 0.010 0.100 16.855 99.900 89.483 -49.758 99.900 
1345.375 254.784 137.243 0.010 0.100 16.919 99.900 89.463 -49.780 99.900 
1345.500 242.518 138.068 0.010 0.100 17.147 99.900 89.461 -49.783 99.900 
1345.625 230.379 138.409 0.010 0.100 17.606 99.900 89.464 -49.781 99.900 
1345.750 229.145 138.584 0.010 0.100 18.312 99.900 89.476 -49.770 99.900 
1345.875 243.464 137.479 0.010 0.100 19.196 99.900 89.482 -49.765 99.900 
1346.000 258.873 134.746 0.010 0.100 20.149 99.900 89.495 -49.753 99.900 
1346.125 260.520 131.748 0.010 0.100 21.010 99.900 89.505 -49.744 99.900 
1346.250 246.678 128.148 0.010 0.100 21.694 99.900 89.511 -49.739 99.900 
1346.375 230.183 123.962 0.010 0.100 22.172 99.900 89.526 -49.725 99.900 
1346.500 221.935 120.185 0.010 0.100 22.387 99.900 89.528 -49.725 99.900 
1346.625 222.311 116.950 0.010 0.100 22.298 92.786 89.513 -49.741 99.900 
1346.750 227.899 114.511 0.010 0.100 21.930 87.297 89.469 -49.786 99.900 
1346.875 238.878 115.018 0.010 0.100 21.393 88.418 89.381 -49.876 99.900 
1347.000 252.764 117.329 0.010 0.100 20.732 93.660 89.228 -50.030 99.900 
1347.125 265.216 121.198 0.010 0.100 19.946 99.900 88.990 -50.268 99.900 
1347.250 275.508 127.487 0.010 0.100 19.012 99.900 88.678 -50.581 99.900 
1347.375 286.486 133.965 0.010 0.100 17.934 99.900 88.272 -50.988 99.900 
1347.500 297.380 139.759 0.010 0.100 16.819 99.900 87.779 -51.483 99.900 
1347.625 302.356 146.986 0.010 0.100 15.786 99.900 87.198 -52.065 99.900 
1347.750 298.845 154.108 0.010 0.100 14.912 99.900 86.509 -52.755 99.900 
1347.875 295.201 157.693 0.010 0.100 14.190 99.900 85.703 -53.562 99.900 
1348.000 298.594 158.842 0.010 0.100 13.621 99.900 84.765 -54.502 99.900 
1348.125 304.626 159.132 0.010 0.100 13.241 99.900 83.696 -55.572 99.900 
1348.250 304.020 159.181 0.010 0.100 13.064 99.900 82.466 -56.803 99.900 
1348.375 296.108 159.915 0.010 0.100 13.065 99.900 81.093 -58.176 99.900 
1348.500 289.258 160.849 0.010 0.100 13.210 99.900 79.612 -59.658 99.900 
1348.625 285.389 159.629 0.010 0.100 13.481 99.900 78.049 -61.223 99.900 
1348.750 277.887 157.586 0.010 0.100 13.854 99.900 76.453 -62.819 99.900 
1348.875 262.251 156.301 0.010 0.100 14.315 99.900 74.869 -64.405 99.900 
1349.000 245.581 154.789 0.010 0.100 14.899 99.900 73.345 -65.930 99.900 
1349.125 235.664 152.261 0.010 0.100 15.653 99.900 71.908 -67.368 99.900 
1349.250 233.245 147.953 0.010 0.100 16.636 99.900 70.576 -68.701 99.900 
1349.375 233.174 142.325 0.010 0.100 17.885 99.900 69.350 -69.929 99.900 
1349.500 232.671 136.011 0.010 0.100 19.388 99.900 68.215 -71.065 99.900 
1349.625 232.279 129.908 0.010 0.100 21.098 99.900 67.151 -72.129 99.900 
1349.750 231.882 124.859 0.010 0.100 22.980 99.900 66.137 -73.145 99.900 
1349.875 229.366 121.387 0.010 0.100 25.007 99.900 65.150 -74.133 99.900 
1350.000 222.811 118.937 0.010 0.100 27.032 97.439 64.167 -75.116 99.900 
1350.125 212.272 115.907 0.010 0.100 28.879 90.407 63.192 -76.094 99.900 
1350.250 200.529 112.764 0.010 0.100 30.479 83.514 62.267 -77.019 99.900 
1350.375 192.719 110.403 0.010 0.100 31.822 78.589 61.444 -77.843 99.900 
1350.500 191.471 109.401 0.010 0.100 32.835 76.562 60.774 -78.514 99.900 
1350.625 196.095 109.397 0.010 0.100 33.291 76.552 60.309 -78.980 99.900 
1350.750 204.670 108.068 0.010 0.100 33.106 73.920 60.118 -79.173 99.900 
1350.875 215.014 105.286 0.010 0.100 32.387 68.615 60.249 -79.043 99.900 
1351.000 224.719 103.663 0.010 0.100 31.301 65.640 60.717 -78.576 99.900 
1351.125 231.896 104.147 0.010 0.100 29.955 66.518 61.534 -77.760 99.900 
1351.250 235.715 105.480 0.010 0.100 28.414 68.976 62.709 -76.586 99.900 
1351.375 236.247 107.387 0.010 0.100 26.766 72.596 64.201 -75.095 99.900 
1351.500 234.743 109.563 0.010 0.100 25.150 76.886 65.902 -73.395 99.900 
1351.625 232.967 110.783 0.010 0.100 23.623 79.366 67.733 -71.566 99.900 
1351.750 233.451 111.964 0.010 0.100 22.247 81.820 69.610 -69.689 99.900 
1351.875 243.068 113.920 0.010 0.100 21.072 86.003 71.452 -67.849 99.900 
1352.000 267.069 114.989 0.010 0.100 20.131 88.354 73.187 -66.115 99.900 
1352.125 300.245 115.364 0.010 0.100 19.416 89.189 74.758 -64.545 99.900 
1352.250 327.841 117.046 0.010 0.100 18.886 93.007 76.107 -63.197 99.900 
1352.375 333.162 120.307 0.010 0.100 18.507 99.900 77.205 -62.100 99.900 
1352.500 316.156 124.967 0.010 0.100 18.214 99.900 78.088 -61.218 99.900 
1352.625 290.520 130.389 0.010 0.100 18.000 99.900 78.779 -60.529 99.900 
1352.750 267.255 135.390 0.010 0.100 17.883 99.900 79.284 -60.024 99.900 
1352.875 251.193 138.632 0.010 0.100 17.917 99.900 79.625 -59.685 99.900 
1353.000 240.882 140.316 0.010 0.100 18.118 99.900 79.845 -59.465 99.900 
1353.125 233.752 142.482 0.010 0.100 18.484 99.900 79.964 -59.348 99.900 
1353.250 229.102 143.299 0.010 0.100 19.042 99.900 79.996 -59.317 99.900 
1353.375 226.580 143.067 0.010 0.100 19.827 99.900 79.952 -59.362 99.900 
1353.500 225.306 141.295 0.010 0.100 20.792 99.900 79.835 -59.480 99.900 
1353.625 223.881 136.767 0.010 0.100 21.907 99.900 79.637 -59.679 99.900 
1353.750 222.065 131.505 0.010 0.100 23.129 99.900 79.357 -59.960 99.900 
1353.875 221.320 127.374 0.010 0.100 24.337 99.900 78.991 -60.328 99.900 
1354.000 223.060 125.364 0.010 0.100 25.338 99.900 78.528 -60.792 99.900 
1354.125 226.623 124.719 0.010 0.100 26.022 99.900 77.970 -61.351 99.900 
1354.250 229.930 124.982 0.010 0.100 26.377 99.900 77.283 -62.039 99.900 
1354.375 231.129 124.559 0.010 0.100 26.428 99.900 76.419 -62.904 99.900 
1354.500 230.525 123.121 0.010 0.100 26.300 99.900 75.392 -63.932 99.900 
1354.625 230.135 123.723 0.010 0.100 26.098 99.900 74.204 -65.121 99.900 
1354.750 230.765 125.504 0.010 0.100 25.908 99.900 72.832 -66.494 99.900 
1354.875 231.473 126.399 0.010 0.100 25.750 99.900 71.247 -68.081 99.900 
1355.000 231.257 126.214 0.010 0.100 25.583 99.900 69.474 -69.854 99.900 
1355.125 230.436 124.775 0.010 0.100 25.411 99.900 67.498 -71.831 99.900 
1355.250 229.627 123.344 0.010 0.100 25.232 99.900 65.301 -74.029 99.900 
1355.375 229.541 123.535 0.010 0.100 25.010 99.900 62.898 -76.434 99.900 
1355.500 230.870 125.812 0.010 0.100 24.757 99.900 60.335 -78.998 99.900 
1355.625 233.266 127.977 0.010 0.100 24.436 99.900 57.653 -81.681 99.900 
1355.750 235.112 129.403 1.464 12.329 24.020 48.323 54.928 -84.408 76.568 
1355.875 234.701 130.232 1.373 12.250 23.494 48.260 52.240 -87.097 77.969 
1356.000 232.633 130.833 1.080 11.853 22.930 47.942 49.670 -89.667 81.755 
1356.125 231.141 129.331 0.897 11.566 22.365 47.714 47.293 -92.045 84.984 
1356.250 231.100 127.021 0.870 11.558 21.791 47.707 45.174 -94.165 86.181 
1356.375 231.978 122.906 0.931 11.727 21.231 47.842 43.397 -95.943 85.999 
1356.500 232.855 117.426 0.995 11.895 20.695 46.117 41.940 -97.402 85.818 
1356.625 233.455 112.223 1.035 12.011 20.217 41.155 40.778 -98.565 85.962 
1356.750 233.556 107.398 1.024 12.030 19.805 36.844 39.895 -99.449 86.721 
1356.875 232.981 102.645 0.948 11.919 19.478 32.830 39.252 -100.093 88.323 
1357.000 231.988 99.506 0.841 11.728 19.210 30.275 38.753 -100.593 90.488 
1357.125 231.145 98.762 0.759 11.566 18.988 29.622 38.351 -100.997 92.380 
1357.250 230.642 99.536 0.712 11.470 18.809 30.147 38.021 -101.328 93.657 
1357.375 230.418 101.570 0.690 11.427 18.679 31.684 37.744 -101.605 94.364 
1357.500 230.538 103.468 0.695 11.450 18.568 33.200 37.485 -101.866 94.451 
1357.625 231.023 104.500 0.728 11.543 18.458 34.096 37.256 -102.096 93.926 
1357.750 231.800 105.903 0.787 11.692 18.355 35.353 37.048 -102.306 92.916 
1357.875 233.057 109.187 0.896 11.934 18.276 38.343 36.837 -102.517 91.120 
1358.000 234.756 111.298 1.065 12.261 18.215 40.476 36.651 -102.705 88.698 
1358.125 235.763 112.478 1.175 12.454 18.154 41.712 36.467 -102.890 87.383 
1358.250 234.841 113.163 1.067 12.277 18.108 42.230 36.309 -103.049 88.840 
1358.375 232.188 112.829 0.807 11.767 18.061 41.546 36.167 -103.192 93.056 
1358.500 229.617 112.787 0.609 11.272 18.028 41.153 36.089 -103.271 97.484 
1358.625 228.483 112.448 0.536 11.054 18.009 40.684 36.043 -103.318 99.578 
1358.750 228.498 110.698 0.536 11.057 18.000 39.092 36.031 -103.331 99.578 
1358.875 228.912 106.579 0.562 11.137 18.011 35.562 36.087 -103.276 98.790 
1359.000 229.225 102.776 0.583 11.197 18.042 32.493 36.191 -103.173 98.140 
1359.125 229.343 100.572 0.593 11.220 18.086 30.790 36.353 -103.012 97.809 
1359.250 229.109 98.772 0.579 11.175 18.145 29.405 36.567 -102.799 98.062 
1359.375 228.606 97.075 0.550 11.078 18.225 28.107 36.828 -102.540 98.752 
1359.500 228.164 95.259 0.525 10.993 18.314 26.767 37.101 -102.268 99.316 
1359.625 228.030 94.771 0.521 10.967 18.427 26.413 37.392 -101.978 99.249 
1359.750 228.304 95.831 0.542 11.020 18.576 27.185 37.713 -101.658 98.341 
1359.875 228.934 97.710 0.588 11.141 18.766 28.604 38.042 -101.330 96.703 
1360.000 229.543 99.116 0.637 11.258 18.996 29.710 38.383 -100.990 95.043 
1360.125 229.595 99.940 0.650 11.268 19.266 30.336 38.728 -100.646 94.274 
1360.250 228.836 100.899 0.606 11.122 19.554 30.983 39.094 -100.281 94.865 
1360.375 227.315 103.050 0.518 10.830 19.869 32.487 39.467 -99.910 96.795 
1360.500 225.581 105.958 0.429 10.496 20.194 34.634 39.854 -99.523 99.237 
1360.625 224.481 107.324 0.387 10.285 20.482 35.640 40.264 -99.115 99.900 
1360.750 224.294 107.113 0.381 10.249 20.729 35.439 40.692 -98.688 99.900 
1360.875 224.599 106.566 0.395 10.308 20.890 35.019 41.174 -98.207 99.432 
1361.000 225.025 106.006 0.417 10.389 20.937 34.607 41.701 -97.681 98.487 
1361.125 225.595 104.907 0.445 10.499 20.877 33.774 42.291 -97.092 97.540 
1361.250 226.022 104.074 0.464 10.581 20.718 33.152 42.950 -96.435 97.116 
1361.375 225.967 102.099 0.455 10.571 20.457 31.584 43.703 -95.682 97.848 
1361.500 225.633 98.121 0.431 10.506 20.133 28.548 44.561 -94.826 99.288 
1361.625 225.521 95.390 0.422 10.485 19.785 26.586 45.514 -93.874 99.900 
1361.750 226.092 93.688 0.441 10.595 19.427 25.471 46.580 -92.809 99.900 
1361.875 227.729 91.636 0.522 10.909 19.110 24.256 47.775 -91.615 97.973 
1362.000 231.158 89.020 0.755 11.569 18.865 22.883 49.100 -90.290 92.663 
1362.125 235.665 86.157 1.199 12.436 18.688 21.502 50.564 -88.828 86.238 
1362.250 239.597 82.110 1.750 13.192 18.572 19.420 52.160 -87.233 81.261 
1362.375 240.895 78.540 1.970 13.441 18.498 17.499 53.930 -85.464 79.822 
1362.500 238.905 75.906 0.010 0.100 18.438 26.320 55.825 -83.570 99.900 
1362.625 236.878 73.100 0.010 0.100 18.368 23.343 57.836 -81.560 99.900 
1362.750 236.808 71.111 0.010 0.100 18.245 21.324 59.936 -79.461 99.900 
1362.875 238.282 69.511 0.010 0.100 18.072 19.752 62.108 -77.291 99.900 
1363.000 239.245 69.178 0.010 0.100 17.869 19.430 64.298 -75.102 99.900 
1363.125 242.782 71.405 0.010 0.100 17.648 21.618 66.440 -72.961 99.900 
1363.250 256.031 76.096 0.010 0.100 17.407 26.526 68.480 -70.922 99.900 
1363.375 279.902 83.888 0.010 0.100 17.127 35.669 70.349 -69.054 99.900 
1363.500 302.858 92.977 0.010 0.100 16.824 48.111 72.047 -67.357 99.900 
1363.625 314.625 102.863 0.010 0.100 16.521 64.207 73.577 -65.829 99.900 
