loss,val_loss,acc,val_acc
1.3177533745765686,0.9033565646723697,0.5690175456958905,0.6658947499174821
0.7683235103623909,0.7630281667960318,0.7032982382858008,0.6988420988384046
0.57456787531836,0.7796809673309326,0.7840000035469992,0.673789498053099
0.5781587456402025,0.6509357016337546,0.7657894774487144,0.7345263079593056
0.46146931826022636,0.5148454449678722,0.8244912268822653,0.801684210174962
0.4289694276818058,0.4235330851454484,0.8235438591555545,0.8230526259070948
0.36922332121614826,0.36865800619125366,0.8705964935453314,0.8518947425641512
0.26038689832938344,0.3270302697231895,0.9085964936959116,0.8834736849132337
0.34451193061836977,0.26952147954388667,0.875052621490077,0.907894746253365
0.21148680647214255,0.6244795792981198,0.9274736904261405,0.811368421504372
0.19524066267829193,0.2763412547738929,0.9364561396732665,0.8942105174064636
0.1452182893428886,0.16323148263128182,0.9510877205614459,0.9496841995339644
0.14693875231763773,0.15753009680070376,0.9528421069446363,0.9496842214935705
0.17152307470116698,0.1539166405012733,0.9383859676227235,0.9529473530618768
0.12955391603080849,0.13317803489534477,0.9607368467146891,0.9542105292019091
0.22675361582323125,0.3187077092496972,0.9244912319016039,0.8734736944499769
0.18280465927040368,0.1468570899022253,0.9356140327035335,0.9463157810662922
0.1249034662257161,0.13090902802191282,0.9572631549416927,0.9589473605155945
0.08512465472806964,0.1995685684837793,0.9765964997442145,0.9135789526136298
0.08792647157321896,0.12878236527505674,0.9722456085054498,0.9541052799475821
0.10477687405389652,0.08540426782871548,0.9650175414587322,0.9702105082963642
0.07008948860069115,0.10466755808968294,0.9784912320605496,0.9593684265488073
0.07160675342668567,0.20500846207141876,0.9771929812013057,0.9197894742614344
0.11715737756407052,0.12910424055237518,0.9609824502677248,0.9504210541122838
0.1094421951525044,0.23588209089479947,0.9621403520567375,0.9238947253478201
0.10066698047152736,0.1282296561096844,0.964666671920241,0.9493684204001176
0.06444400091443145,0.11006163099878713,0.9817543814056798,0.9565263139574152
0.05653211324099909,0.10564715023103513,0.984385962026161,0.9594736914885672
0.05330552817567399,0.09881757905608729,0.9853333287071764,0.9629473780330858
0.05098270507235276,0.0981482365413716,0.9856842139311004,0.9642105447618585
0.04924129786198599,0.09995207425795104,0.9864561400915447,0.9636842106517992
0.04748942899076562,0.09999608954316691,0.987157896945351,0.9635789457120394
0.04734261846986779,0.1000424925433962,0.9871228034036201,0.9636842106517992
0.047143446869756044,0.10003050965698142,0.9871228013122291,0.9637894755915591
0.04696319137879631,0.10002020315120094,0.9872982501983643,0.9637894755915591
0.04680925839694969,0.09989329192199205,0.9872280620692069,0.9636842106517992
0.046634927490039876,0.09988328540011455,0.9874035078182555,0.9636842106517992
0.04661845490989978,0.0998647593353924,0.9874385898573357,0.9637894755915591
0.04660456248542719,0.09984872803876274,0.9874736875818487,0.9637894755915591
0.04658860330911059,0.09984842178068663,0.98747368026198,0.9637894755915591
0.0465710693153373,0.09984678382936277,0.9875087696209288,0.9637894755915591
0.04655426923643079,0.09984377261839415,0.9875087696209288,0.9637894755915591
0.04654517622762605,0.09985205413479555,0.9875087675295378,0.9637894755915591
0.04653725263319517,0.09985301957318657,0.9875438621169642,0.9637894755915591
0.046528728907568415,0.099849765238009,0.9875087696209288,0.9638947248458862
0.04651974318058867,0.09984178331337477,0.9875438610712687,0.9638947248458862
0.046510441588205206,0.0998508200833672,0.9875438600255732,0.9638947248458862
0.04650099209526129,0.09985613077878952,0.987543849568618,0.9636842075147127
0.04649220642290617,0.09985143063884032,0.9875438652540508,0.9637894567690397
0.046483509830738366,0.09982307176840932,0.9875438568884867,0.9638947217087996
0.046473453442255654,0.09980787219185579,0.9875087706666243,0.9638947217087996
0.046462911099456904,0.09980710752700504,0.9875438631626597,0.9638947217087996
0.0464538444944641,0.09979784174969322,0.9875438642083553,0.9638947217087996
0.04644450068212392,0.09978609022341277,0.9875438568884867,0.9638947217087996
0.046435800658767686,0.09976506115574586,0.9875438662997463,0.9638947217087996
0.046425926613441686,0.09975398214239824,0.9875438485229224,0.9638947217087996
0.046416437220677995,0.09975577498737134,0.9875438527057046,0.9638947217087996
0.04640575325149193,0.09976173074621904,0.9875438547970956,0.9638947373942325
0.0463963040199719,0.0997557612626176,0.9875438610712687,0.9638947373942325
0.04638652075408844,0.0997619703412056,0.9875438558427911,0.9638947373942325
